alt barom Gx Gy Gz Ax Ay Az Mx My Mz t GPS_La GPS_Lo
1.50 994.71 6.17 -7.64 -3.47 0.95 -0.31 -0.04 1.59 -0.00 -0.34 1081.779 4054.01 7452.06
1.69 994.69 4.99 -3.40 3.38 0.96 -0.28 -0.0 1.59 0.02 -0.36 1082.317 4054.01 7452.06
1.78 994.68 1.74 0.06 0.09 0.95 -0.28 -0.02 1.59 0.01 -0.36 1082.778 4054.01 7452.06
2.05 994.65 3.56 -0.15 -1.84 0.94 -0.29 -0.04 1.60 -0.00 -0.36 1083.301 4054.01 7452.06
2.26 994.62 1.68 0.24 -0.57 0.94 -0.30 -0.05 1.60 -0.00 -0.35 1083.783 4054.01 7452.06
2.21 994.63 4.18 -0.60 -0.37 0.95 -0.29 -0.04 1.60 0.00 -0.35 1084.335 4054.01 7452.06
2.18 994.63 0.38 -2.57 -3.82 0.94 -0.29 -0.04 1.59 0.00 -0.36 1084.792 4054.01 7452.06
1.93 994.66 -2.80 3.37 2.22 0.93 -0.29 -0.03 1.59 0.00 -0.35 1085.309 4054.01 7452.06
2.09 994.64 -0.08 2.49 0.54 0.94 -0.30 -0.03 1.59 0.01 -0.36 1085.793 4054.01 7452.06
1.31 994.74 3.94 0.08 3.42 0.93 -0.26 -0.06 1.59 0.00 -0.35 1086.348 4054.01 7452.06
1.75 994.68 3.68 -4.71 -2.56 0.94 -0.27 -0.01 1.59 0.01 -0.37 1086.811 4054.01 7452.06
2.14 994.64 1.93 1.01 -0.41 0.94 -0.27 -0.03 1.59 0.02 -0.36 1087.356 4054.01 7452.06
1.73 994.69 3.27 -0.56 -3.13 0.94 -0.28 -0.04 1.60 0.01 -0.36 1087.815 4054.01 7452.06
1.75 994.68 5.88 -7.88 -0.34 0.90 -0.26 -0.04 1.59 0.02 -0.38 1088.356 4054.01 7452.06
2.12 994.64 5.36 6.17 0.64 0.91 -0.27 -0.03 1.59 0.01 -0.36 1088.816 4054.01 7452.06
1.77 994.68 3.38 3.79 -0.14 1.19 -0.45 -0.19 1.59 0.01 -0.36 1089.329 4054.01 7452.06
2.17 994.64 -1.06 3.99 5.01 0.94 -0.29 -0.04 1.60 0.01 -0.34 1089.819 4054.01 7452.06
2.17 994.64 4.54 -2.14 -1.19 0.94 -0.13 0.03 1.60 -0.00 -0.34 1090.358 4054.01 7452.06
2.18 994.63 1.90 -0.09 -0.05 0.92 -0.32 -0.04 1.60 0.01 -0.34 1090.823 4054.01 7452.06
2.23 994.63 3.30 -0.49 -2.67 0.93 -0.32 -0.02 1.59 0.01 -0.34 1091.368 4054.01 7452.06
2.47 994.60 2.32 0.56 0.79 0.92 -0.33 -0.03 1.59 0.01 -0.34 1091.822 4054.01 7452.06
2.34 994.61 3.19 -2.27 -4.19 0.93 -0.33 -0.03 1.60 -0.00 -0.34 1092.33 4054.01 7452.06
2.24 994.63 4.46 -0.88 -1.37 0.93 -0.32 -0.04 1.59 0.01 -0.35 1092.827 4054.01 7452.06
2.29 994.62 -0.20 3.62 3.03 0.92 -0.31 -0.03 1.59 0.01 -0.35 1093.326 4054.01 7452.06
2.21 994.63 4.55 -5.68 -4.07 0.95 -0.33 0.01 1.59 0.02 -0.34 1093.829 4054.01 7452.06
2.20 994.63 7.78 0.60 3.89 0.92 -0.29 0.02 1.59 0.03 -0.36 1094.364 4054.01 7452.06
2.13 994.64 -6.37 0.46 5.44 1.12 0.20 0.07 1.58 0.03 -0.35 1094.83 4054.01 7452.06
2.34 994.62 6.38 -8.04 -5.43 0.96 -0.25 0.01 1.59 0.03 -0.36 1095.332 4054.01 7452.06
1.88 994.67 0.90 -4.33 -1.65 0.93 -0.26 -0.01 1.59 0.03 -0.36 1095.832 4054.01 7452.06
1.99 994.66 4.10 3.33 3.29 0.95 -0.27 0.01 1.58 0.03 -0.36 1096.332 4054.01 7452.06
2.30 994.62 3.48 -2.17 -0.95 0.94 -0.27 0.0 1.59 0.03 -0.35 1096.836 4054.01 7452.06
2.18 994.63 1.64 1.13 1.15 0.95 -0.27 0.01 1.59 0.03 -0.36 1097.382 4054.01 7452.06
2.34 994.61 1.43 0.10 -0.43 0.95 -0.26 0.01 1.59 0.03 -0.36 1097.842 4054.01 7452.06
2.56 994.59 4.35 1.00 0.12 0.94 -0.27 0.01 1.58 0.04 -0.36 1098.342 4054.01 7452.06
1.98 994.66 3.12 -0.60 0.54 0.95 -0.26 0.02 1.58 0.04 -0.36 1098.845 4054.01 7452.06
2.18 994.63 2.91 -0.17 -0.29 0.94 -0.27 0.01 1.58 0.03 -0.36 1099.367 4054.01 7452.06
2.17 994.64 2.45 1.27 1.46 0.94 -0.27 0.01 1.59 0.03 -0.36 1099.846 4054.01 7452.06
2.49 994.60 2.51 6.89 9.53 0.94 -0.26 0.02 1.58 0.04 -0.36 1100.376 4054.01 7452.06
2.06 994.65 3.04 0.68 -0.31 0.95 -0.28 0.01 1.58 0.03 -0.36 1100.85 4054.01 7452.06
1.98 994.66 4.38 0.14 0.74 0.95 -0.27 0.01 1.59 0.04 -0.35 1101.363 4054.01 7452.06
2.07 994.65 3.32 -1.20 0.52 0.94 -0.27 0.0 1.59 0.03 -0.36 1101.852 4054.01 7452.06
2.32 994.62 1.30 1.26 1.58 0.95 -0.27 0.02 1.59 0.04 -0.36 1102.352 4054.01 7452.06
2.13 994.64 2.54 2.38 1.24 0.95 -0.26 0.01 1.59 0.03 -0.37 1102.854 4054.01 7452.06
2.21 994.63 2.16 0.86 0.52 0.94 -0.27 0.02 1.59 0.03 -0.36 1103.384 4054.01 7452.06
2.25 994.63 1.99 0.99 1.70 0.94 -0.29 0.01 1.59 0.03 -0.36 1103.855 4054.01 7452.06
2.02 994.65 2.81 0.45 0.47 0.97 -0.31 0.01 1.59 0.03 -0.36 1104.356 4054.01 7452.06
1.71 994.69 1.78 12.82 -4.54 0.93 -0.42 -0.1 1.60 0.03 -0.35 1104.859 4054.01 7452.06
2.01 994.65 6.85 7.59 -1.16 0.87 0.01 0.1 1.59 0.03 -0.34 1105.387 4054.01 7452.06
2.09 994.64 -1.69 4.09 0.69 0.91 -0.34 0.03 1.59 0.04 -0.34 1105.86 4054.01 7452.06
1.96 994.66 3.25 -1.11 -1.21 0.93 -0.34 0.03 1.58 0.04 -0.33 1106.362 4054.01 7452.06
1.40 994.73 0.68 0.09 1.35 0.93 -0.33 0.02 1.58 0.04 -0.33 1106.862 4054.01 7452.06
1.81 994.68 2.31 1.58 1.66 0.92 -0.31 0.03 1.59 0.04 -0.34 1107.375 4054.01 7452.06
1.99 994.66 1.31 -2.19 -0.86 0.91 -0.32 0.01 1.59 0.04 -0.34 1107.865 4054.01 7452.06
2.45 994.60 5.08 -3.75 -0.40 0.92 -0.27 0.09 1.59 0.04 -0.34 1108.379 4054.01 7452.06
2.49 994.60 2.45 1.12 2.44 0.93 -0.32 0.02 1.59 0.03 -0.35 1108.866 4054.01 7452.06
2.05 994.65 4.30 -0.05 0.70 0.98 -0.52 -0.0 1.59 0.03 -0.35 1109.386 4054.01 7452.06
1.91 994.66 4.03 -0.20 0.45 0.94 -0.28 -0.0 1.59 0.04 -0.34 1109.867 4054.01 7452.06
1.77 994.68 -0.93 3.95 1.81 0.91 -0.25 -0.01 1.59 0.04 -0.34 1110.368 4054.01 7452.06
1.79 994.68 2.91 -0.53 0.16 0.93 -0.29 0.01 1.58 0.04 -0.34 1110.871 4054.01 7452.06
2.01 994.65 1.03 1.01 0.53 0.94 -0.30 0.02 1.58 0.04 -0.35 1111.378 4054.01 7452.06
2.75 994.57 3.15 -0.39 -0.11 0.93 -0.29 0.02 1.58 0.04 -0.35 1111.873 4054.01 7452.06
2.15 994.64 1.57 1.47 0.79 0.94 -0.29 0.03 1.58 0.04 -0.34 1112.376 4054.01 7452.06
2.12 994.64 2.26 0.91 1.15 0.94 -0.30 0.02 1.59 0.04 -0.35 1112.873 4054.01 7452.06
2.05 994.65 3.14 0.59 0.04 0.94 -0.30 0.02 1.59 0.04 -0.35 1113.374 4054.01 7452.06
2.05 994.65 2.00 0.12 -0.37 0.94 -0.30 0.02 1.58 0.04 -0.35 1113.876 4054.01 7452.06
1.69 994.69 1.68 -0.74 -0.79 0.94 -0.29 0.04 1.58 0.04 -0.35 1114.378 4054.01 7452.06
2.01 994.65 2.50 1.01 1.00 0.94 -0.30 0.03 1.58 0.05 -0.35 1114.877 4054.01 7452.06
2.40 994.61 2.50 1.03 1.02 0.93 -0.31 0.03 1.59 0.04 -0.34 1115.393 4054.01 7452.06
2.44 994.60 2.89 -0.84 -0.10 0.93 -0.28 0.03 1.58 0.04 -0.35 1115.881 4054.01 7452.06
2.34 994.62 1.96 0.14 0.61 0.93 -0.28 0.03 1.58 0.04 -0.34 1116.38 4054.01 7452.06
2.04 994.65 2.88 -0.49 0.64 0.94 -0.30 0.02 1.59 0.04 -0.34 1116.882 4054.01 7452.06
2.15 994.64 2.46 0.54 0.35 0.94 -0.29 0.02 1.58 0.04 -0.35 1117.382 4054.01 7452.06
2.36 994.61 2.23 -1.28 -1.08 1.00 -0.26 0.04 1.58 0.04 -0.35 1117.885 4054.01 7452.06
2.49 994.60 2.81 -0.86 -3.06 0.96 -0.28 0.04 1.58 0.05 -0.36 1118.387 4054.01 7452.06
2.63 994.58 4.00 -2.35 -1.84 0.95 -0.28 0.05 1.58 0.05 -0.36 1118.888 4054.01 7452.06
2.02 994.65 2.04 0.08 -0.27 0.95 -0.31 0.05 1.58 0.06 -0.36 1119.388 4054.01 7452.06
2.18 994.63 4.18 0.56 -0.29 0.95 -0.28 0.05 1.58 0.06 -0.35 1119.889 4054.01 7452.06
1.86 994.67 1.09 1.69 0.31 0.94 -0.28 0.06 1.57 0.06 -0.35 1120.39 4054.01 7452.06
2.23 994.63 6.20 -3.20 7.23 0.97 -0.31 0.07 1.58 0.06 -0.35 1120.891 4054.01 7452.06
1.96 994.66 -44.06 22.81 4.64 0.88 -0.44 0.07 1.59 0.03 -0.34 1121.394 4054.01 7452.06
1.77 994.68 17.57 -19.19 5.36 0.97 -0.64 0.15 1.60 0.00 -0.36 1121.895 4054.01 7452.06
1.85 994.67 16.62 -0.08 -1.96 0.92 -0.36 -0.06 1.60 -0.00 -0.33 1122.397 4054.01 7452.06
2.40 994.61 -1.94 0.23 -4.92 0.90 -0.31 0.01 1.58 0.04 -0.32 1122.896 4054.01 7452.06
2.02 994.65 -1.65 -7.81 -2.29 0.86 -0.38 0.01 1.58 0.03 -0.34 1123.398 4054.01 7452.06
2.44 994.60 -17.95 -2.91 21.03 1.15 -0.46 0.06 1.59 0.03 -0.41 1123.9 4054.01 7452.06
1.97 994.66 -8.47 19.29 -4.13 0.93 -0.37 -0.22 1.61 -0.05 -0.36 1124.407 4054.01 7452.06
2.40 994.61 4.18 -8.24 -1.64 0.91 -0.33 -0.0 1.61 -0.03 -0.37 1124.9 4054.01 7452.06
2.48 994.60 -6.93 17.78 0.95 0.93 -0.35 -0.02 1.61 -0.02 -0.38 1125.401 4054.01 7452.06
2.44 994.60 0.82 -10.98 6.21 0.99 -0.30 -0.12 1.61 -0.03 -0.40 1125.902 4054.01 7452.06
2.19 994.63 19.05 26.75 14.13 0.97 -0.24 0.01 1.62 -0.04 -0.41 1126.406 4054.01 7452.06
1.86 994.67 53.95 -8.51 -12.83 0.99 -0.25 -0.13 1.59 0.02 -0.33 1126.905 4054.01 7452.06
1.89 994.67 -7.12 5.96 -8.52 0.72 0.15 -0.25 1.56 0.03 -0.25 1127.403 4054.01 7452.06
1.86 994.67 3.33 -6.71 -6.97 0.92 -0.41 -0.03 1.57 0.04 -0.25 1127.905 4054.01 7452.06
2.05 994.65 0.76 -2.41 2.74 0.91 -0.40 -0.04 1.57 0.03 -0.27 1128.406 4054.01 7452.06
2.27 994.62 4.97 0.13 -1.72 0.91 -0.37 -0.07 1.57 0.02 -0.25 1128.906 4054.01 7452.06
2.22 994.63 0.91 -0.31 0.84 0.91 -0.37 -0.07 1.57 0.03 -0.27 1129.407 4054.01 7452.06
1.62 994.70 7.08 3.15 3.32 0.89 -0.31 -0.06 1.57 0.02 -0.26 1129.907 4054.01 7452.06
2.17 994.63 4.09 0.67 -1.80 0.91 -0.37 -0.06 1.57 0.02 -0.25 1130.409 4054.01 7452.06
2.17 994.63 0.72 -0.98 2.67 0.91 -0.36 -0.09 1.57 0.02 -0.25 1130.91 4054.01 7452.06
2.27 994.62 2.28 3.79 -2.08 0.89 -0.36 -0.06 1.57 0.02 -0.26 1131.411 4054.01 7452.06
2.11 994.64 2.01 -6.50 -4.94 0.90 -0.41 -0.02 1.56 0.05 -0.27 1131.913 4054.01 7452.06
2.05 994.65 14.76 3.22 13.77 0.89 -0.31 0.02 1.57 0.03 -0.27 1132.418 4054.01 7452.06
1.89 994.67 32.15 2.48 -19.18 0.90 -0.37 -0.15 1.56 0.02 -0.23 1132.916 4054.01 7452.06
1.83 994.68 19.21 2.09 -13.16 0.91 -0.42 -0.06 1.53 0.03 -0.18 1133.417 4054.01 7452.06
1.61 994.70 -59.05 -5.38 20.56 0.74 -0.48 0.06 1.52 0.06 -0.18 1133.92 4054.01 7452.06
1.88 994.67 -44.09 -10.99 35.21 0.93 -0.43 -0.19 1.59 -0.01 -0.26 1134.423 4054.01 7452.06
1.87 994.67 -10.86 -2.49 -2.95 0.82 -0.38 -0.17 1.61 -0.06 -0.34 1134.922 4054.01 7452.06
2.22 994.63 -18.77 -0.59 11.59 0.12 -1.27 0.81 1.62 -0.07 -0.34 1135.424 4054.01 7452.06
1.90 994.67 -17.25 -6.85 -2.71 0.91 -0.59 0.16 1.62 -0.08 -0.37 1135.926 4054.01 7452.06
2.40 994.61 1.61 -6.81 21.52 1.13 -0.39 -0.05 1.63 -0.16 -0.40 1136.424 4054.01 7452.06
2.51 994.59 21.57 -3.33 -18.74 1.00 -0.24 -0.01 1.63 -0.14 -0.41 1136.927 4054.01 7452.06
2.25 994.63 8.48 9.06 8.65 0.88 -0.32 -0.11 1.62 -0.09 -0.35 1137.424 4054.01 7452.06
2.25 994.63 -11.31 -6.74 -8.86 0.87 -0.34 -0.16 1.62 -0.07 -0.38 1137.93 4054.01 7452.06
1.99 994.66 -18.49 3.97 23.20 0.86 -0.34 -0.13 1.63 -0.16 -0.36 1138.429 4054.01 7452.06
2.35 994.61 29.21 -6.26 2.37 0.76 -0.47 0.14 1.63 -0.13 -0.36 1138.93 4054.01 7452.06
2.23 994.63 -16.09 8.10 22.06 1.04 -0.62 -0.05 1.63 -0.08 -0.39 1139.431 4054.01 7452.06
1.75 994.68 -4.37 -12.61 -23.70 0.80 -0.46 -0.11 1.63 -0.15 -0.36 1139.935 4054.01 7452.06
2.67 994.58 -3.16 -1.67 -5.25 0.76 -0.39 -0.05 1.63 -0.13 -0.35 1140.433 4054.01 7452.06
2.19 994.63 -15.51 4.70 24.18 0.99 -0.35 0.01 1.64 -0.16 -0.35 1140.935 4054.01 7452.06
2.10 994.64 13.11 5.88 -12.13 0.97 -0.52 -0.14 1.64 -0.14 -0.35 1141.435 4054.01 7452.06
1.88 994.67 -8.85 -7.97 -8.36 0.68 -0.40 -0.07 1.63 -0.16 -0.36 1141.937 4054.01 7452.06
1.80 994.68 10.87 14.20 32.82 0.88 -0.39 -0.07 1.64 -0.22 -0.35 1142.437 4054.01 7452.06
1.60 994.70 8.93 21.03 -7.33 1.05 -0.86 -0.18 1.64 -0.18 -0.35 1142.937 4054.01 7452.06
2.24 994.63 -3.51 -14.75 -15.24 0.78 -0.52 -0.08 1.64 -0.14 -0.37 1143.441 4054.01 7452.05
2.68 994.57 12.89 -4.39 -12.57 0.95 -0.03 0.01 1.64 -0.16 -0.36 1143.943 4054.01 7452.05
2.37 994.61 24.73 20.23 5.49 0.79 -0.41 0.12 1.63 -0.10 -0.35 1144.441 4054.01 7452.05
2.50 994.60 -17.16 14.42 26.62 1.07 -0.49 -0.09 1.63 -0.14 -0.36 1144.943 4054.01 7452.05
2.04 994.65 5.39 -13.16 -16.04 0.84 -0.47 -0.18 1.63 -0.12 -0.37 1145.444 4054.02 7452.05
2.00 994.65 -8.16 -10.14 -3.35 0.67 -0.38 -0.06 1.63 -0.11 -0.35 1145.946 4054.02 7452.05
2.07 994.65 -5.59 16.97 19.79 0.70 -0.68 0.09 1.63 -0.19 -0.36 1146.446 4054.02 7452.05
2.79 994.56 46.94 -1.45 -23.92 1.08 -0.40 0.08 1.63 -0.10 -0.37 1146.948 4054.02 7452.05
2.65 994.58 -4.06 9.41 25.09 1.18 -0.56 -0.05 1.62 -0.05 -0.39 1147.446 4054.02 7452.05
2.35 994.61 -8.63 -1.17 -24.24 0.57 0.13 -0.12 1.63 -0.09 -0.38 1147.949 4054.02 7452.05
2.38 994.61 -1.00 -10.03 2.76 0.69 -0.34 -0.03 1.63 -0.09 -0.36 1148.449 4054.02 7452.05
2.30 994.62 -4.62 19.06 19.50 0.73 -0.27 0.05 1.64 -0.13 -0.37 1148.951 4054.02 7452.05
1.91 994.67 3.33 6.78 -18.36 1.05 -0.49 -0.13 1.63 -0.08 -0.36 1149.45 4054.02 7452.05
2.38 994.61 -15.32 -4.22 -5.70 0.82 -0.60 -0.02 1.63 -0.11 -0.36 1149.954 4054.02 7452.05
2.98 994.54 -17.71 24.62 29.25 0.86 -0.40 0.05 1.63 -0.16 -0.37 1150.455 4054.02 7452.05
2.70 994.57 38.63 7.90 -14.95 1.18 -0.53 0.11 1.63 -0.13 -0.35 1150.955 4054.02 7452.05
2.21 994.63 16.48 -1.07 17.81 1.05 -0.37 -0.13 1.63 -0.06 -0.37 1151.455 4054.02 7452.05
1.88 994.67 -7.29 -3.79 -13.74 0.78 -0.42 -0.15 1.63 -0.09 -0.38 1151.958 4054.02 7452.05
2.39 994.61 14.53 -6.48 18.92 0.79 -0.45 0.07 1.62 -0.08 -0.33 1152.458 4054.02 7452.05
2.41 994.61 -16.62 1.67 3.54 0.93 0.81 0.28 1.63 -0.08 -0.37 1152.957 4054.02 7452.05
2.30 994.62 1.49 12.13 8.95 1.63 0.25 -0.05 1.63 -0.11 -0.35 1153.457 4054.02 7452.05
3.10 994.53 -15.71 -3.65 0.79 0.98 -0.27 0.23 1.63 -0.14 -0.37 1153.963 4054.02 7452.05
2.47 994.60 -1.62 -3.01 -14.81 0.70 -0.20 -0.11 1.63 -0.18 -0.36 1154.463 4054.02 7452.05
2.23 994.63 14.13 -25.98 -2.67 0.58 -0.37 -0.02 1.63 -0.16 -0.35 1154.964 4054.02 7452.05
2.48 994.60 -7.13 16.42 3.47 0.75 -0.47 -0.0 1.63 -0.20 -0.34 1155.464 4054.02 7452.05
2.55 994.59 22.60 5.99 -5.46 0.99 -0.63 0.05 1.64 -0.17 -0.32 1155.965 4054.02 7452.05
2.01 994.65 -13.45 16.14 24.30 1.10 -0.80 -0.17 1.63 -0.16 -0.33 1156.467 4054.02 7452.05
1.96 994.66 6.65 -9.89 -14.09 0.80 -0.54 -0.22 1.64 -0.17 -0.32 1156.967 4054.02 7452.05
2.66 994.58 0.65 15.76 -10.11 0.56 -0.47 -0.18 1.63 -0.19 -0.32 1157.469 4054.02 7452.05
2.15 994.64 3.73 5.17 -2.51 0.53 -0.40 -0.24 1.63 -0.26 -0.28 1157.967 4054.02 7452.05
2.25 994.63 5.92 1.95 -16.04 0.45 -0.44 -0.23 1.62 -0.26 -0.29 1158.469 4054.02 7452.05
2.76 994.57 6.28 0.96 3.86 0.62 -0.60 -0.21 1.62 -0.27 -0.28 1158.968 4054.02 7452.05
2.42 994.61 7.06 13.67 -12.56 0.85 -0.71 -0.22 1.62 -0.25 -0.27 1159.473 4054.02 7452.05
2.15 994.64 -24.24 -1.20 16.13 1.11 -0.83 -0.21 1.62 -0.20 -0.28 1159.974 4054.02 7452.05
2.45 994.60 4.38 9.86 5.43 0.80 -0.74 -0.26 1.62 -0.24 -0.27 1160.471 4054.02 7452.05
2.45 994.60 -10.32 -6.14 -3.36 0.57 -0.61 -0.25 1.63 -0.25 -0.27 1160.976 4054.02 7452.05
2.43 994.60 -6.91 5.16 -5.30 0.50 -0.47 -0.16 1.62 -0.27 -0.29 1161.476 4054.02 7452.05
1.93 994.66 18.23 -15.00 -5.50 0.67 -0.59 -0.16 1.61 -0.27 -0.26 1161.978 4054.02 7452.05
2.25 994.62 -2.10 -3.76 10.05 0.87 -0.56 -0.26 1.62 -0.28 -0.28 1162.478 4054.02 7452.04
1.93 994.66 25.33 37.28 5.50 0.90 -0.77 -0.3 1.61 -0.28 -0.27 1162.978 4054.02 7452.04
2.21 994.63 -7.88 -5.19 11.91 0.90 -0.68 -0.31 1.62 -0.27 -0.28 1163.481 4054.02 7452.04
1.96 994.66 -1.08 -8.10 -24.12 0.71 -0.59 -0.25 1.61 -0.30 -0.27 1163.982 4054.02 7452.04
2.43 994.60 -3.19 -5.75 -0.68 0.49 -0.47 -0.17 1.62 -0.28 -0.27 1164.482 4054.02 7452.04
2.17 994.63 -8.50 -6.99 0.22 0.62 -0.51 -0.18 1.61 -0.33 -0.27 1164.982 4054.02 7452.04
2.08 994.65 20.77 19.42 -6.94 0.79 -0.63 -0.23 1.61 -0.29 -0.26 1165.485 4054.02 7452.04
2.89 994.55 1.02 -11.01 4.97 0.98 -0.79 -0.33 1.61 -0.29 -0.29 1165.984 4054.02 7452.04
2.78 994.56 6.05 5.99 -1.35 0.68 -0.60 -0.38 1.62 -0.28 -0.30 1166.484 4054.02 7452.04
1.90 994.67 -0.52 7.67 -4.72 0.61 -0.56 -0.28 1.61 -0.28 -0.28 1166.986 4054.02 7452.04
2.50 994.60 -20.01 -12.93 -3.96 0.75 -0.30 -0.21 1.61 -0.34 -0.30 1167.491 4054.02 7452.04
2.51 994.59 5.99 12.06 -0.71 0.78 -0.71 -0.33 1.61 -0.33 -0.27 1167.988 4054.02 7452.04
2.48 994.60 11.89 -16.27 -17.76 0.63 -0.56 -0.19 1.62 -0.27 -0.29 1168.492 4054.02 7452.04
2.07 994.65 24.68 14.68 -17.50 0.71 -0.46 -0.19 1.63 -0.28 -0.33 1168.992 4054.02 7452.04
1.99 994.66 59.07 7.95 -34.55 0.89 -0.47 -0.12 1.62 -0.14 -0.27 1169.492 4054.02 7452.04
2.79 994.56 -25.88 -49.36 -19.59 1.20 -1.10 -0.17 1.60 -0.01 -0.31 1169.996 4054.02 7452.04
1.90 994.67 61.28 -16.39 -3.64 0.91 -0.56 0.05 1.61 -0.01 -0.37 1170.496 4054.02 7452.04
2.38 994.61 28.27 46.01 -17.92 0.90 -0.55 0.03 1.57 0.04 -0.27 1170.997 4054.02 7452.04
2.06 994.65 7.46 2.99 -9.01 0.88 -0.45 -0.06 1.55 0.03 -0.20 1171.494 4054.02 7452.04
2.11 994.64 -13.63 -26.12 5.28 0.86 -0.76 0.01 1.49 0.09 -0.17 1171.999 4054.02 7452.04
2.06 994.65 -10.01 6.57 -5.62 0.74 -0.64 0.07 1.51 0.07 -0.17 1172.499 4054.02 7452.04
2.11 994.64 0.84 4.60 -3.46 0.74 -0.69 0.06 1.49 0.08 -0.16 1172.999 4054.02 7452.04
2.03 994.65 -1.13 0.55 0.25 0.71 -0.68 0.1 1.49 0.08 -0.16 1173.499 4054.02 7452.04
2.27 994.62 5.03 0.95 -2.41 0.71 -0.68 0.11 1.48 0.09 -0.17 1174.0 4054.02 7452.04
1.95 994.66 5.41 1.05 -0.99 0.70 -0.70 0.1 1.48 0.10 -0.16 1174.501 4054.02 7452.04
2.08 994.65 3.40 -1.58 -2.51 0.69 -0.69 0.1 1.47 0.10 -0.16 1175.004 4054.02 7452.04
2.39 994.61 2.31 -0.76 -0.48 0.70 -0.69 0.1 1.47 0.10 -0.14 1175.504 4054.02 7452.04
2.06 994.65 0.76 1.14 1.29 0.70 -0.70 0.11 1.47 0.10 -0.15 1176.003 4054.02 7452.04
1.97 994.66 1.55 1.55 -1.40 0.69 -0.70 0.12 1.47 0.10 -0.15 1176.505 4054.02 7452.04
1.77 994.68 3.40 -0.73 -13.03 0.69 -0.69 0.14 1.45 0.12 -0.14 1177.009 4054.02 7452.04
1.60 994.70 8.03 11.65 -1.52 0.59 -0.73 0.16 1.45 0.12 -0.14 1177.508 4054.02 7452.04
2.12 994.64 25.26 -2.02 0.88 0.70 -0.85 0.04 1.45 0.09 -0.13 1178.009 4054.02 7452.04
2.52 994.59 9.96 0.66 -13.09 0.70 -0.62 0.02 1.38 0.08 -0.05 1178.51 4054.02 7452.04
2.06 994.65 6.00 5.72 -9.47 0.66 -0.77 0.12 1.37 0.08 -0.04 1179.011 4054.02 7452.04
1.93 994.66 3.16 0.89 -1.91 0.64 -0.74 0.09 1.35 0.08 -0.03 1179.511 4054.02 7452.04
2.31 994.62 3.71 -1.43 -3.61 0.64 -0.75 0.11 1.34 0.08 -0.03 1180.013 4054.02 7452.04
2.28 994.62 2.77 0.68 -0.03 0.64 -0.75 0.11 1.34 0.08 -0.02 1180.513 4054.02 7452.04
2.20 994.63 2.89 -0.11 -0.72 0.64 -0.75 0.11 1.34 0.08 -0.03 1181.016 4054.02 7452.04
1.80 994.68 3.82 -0.77 0.49 0.65 -0.74 0.11 1.34 0.08 -0.03 1181.515 4054.02 7452.04
2.06 994.65 3.64 1.01 1.04 0.65 -0.74 0.1 1.34 0.08 -0.03 1182.015 4054.02 7452.04
1.80 994.68 1.25 2.14 0.30 0.64 -0.74 0.09 1.34 0.08 -0.03 1182.516 4054.02 7452.04
1.60 994.70 0.56 0.87 1.65 0.64 -0.74 0.09 1.33 0.07 -0.02 1183.017 4054.02 7452.04
1.81 994.68 2.50 -0.31 0.24 0.64 -0.76 0.09 1.33 0.07 -0.02 1183.519 4054.02 7452.04
2.38 994.61 1.37 1.87 0.43 0.61 -0.53 0.17 1.33 0.08 -0.02 1184.019 4054.02 7452.04
1.63 994.70 1.94 -0.15 -0.93 0.63 -0.76 0.1 1.33 0.07 -0.03 1184.522 4054.02 7452.04
1.91 994.67 27.82 -1.08 -23.29 0.62 -0.61 0.16 1.33 0.07 -0.02 1185.026 4054.02 7452.04
1.88 994.67 18.92 3.94 -5.63 0.71 -0.66 0.04 1.32 0.03 -0.00 1185.524 4054.02 7452.04
1.52 994.71 23.49 -12.39 -14.67 0.71 -0.74 0.01 1.31 -0.03 0.02 1186.028 4054.02 7452.04
1.72 994.69 0.63 -3.89 -0.88 0.69 -0.67 0.05 1.30 -0.01 0.01 1186.526 4054.02 7452.04
1.77 994.68 2.66 4.16 -7.01 0.63 -0.76 0.08 1.29 -0.02 0.03 1187.026 4054.02 7452.04
1.66 994.70 -3.96 2.45 -0.59 0.60 -0.77 0.12 1.27 -0.00 0.04 1187.528 4054.02 7452.04
2.16 994.64 8.64 -0.28 0.11 0.60 -0.78 0.14 1.27 -0.00 0.03 1188.028 4054.02 7452.04
1.87 994.67 4.99 0.34 -1.14 0.60 -0.79 0.1 1.27 -0.02 0.04 1188.53 4054.02 7452.04
1.61 994.70 2.70 -0.60 0.19 0.61 -0.78 0.1 1.27 -0.03 0.03 1189.031 4054.02 7452.04
1.76 994.68 3.12 -0.24 -0.52 0.61 -0.78 0.1 1.27 -0.02 0.03 1189.533 4054.02 7452.04
1.81 994.68 2.84 -0.27 0.14 0.61 -0.77 0.1 1.27 -0.02 0.04 1190.033 4054.02 7452.04
1.76 994.68 2.36 0.45 0.55 0.62 -0.77 0.1 1.28 -0.02 0.04 1190.534 4054.02 7452.04
1.70 994.69 2.51 0.11 -0.19 0.62 -0.76 0.1 1.28 -0.02 0.04 1191.035 4054.02 7452.04
2.13 994.64 1.40 0.25 0.53 0.61 -0.77 0.11 1.28 -0.02 0.03 1191.535 4054.02 7452.04
1.87 994.67 3.89 0.45 -0.58 0.62 -0.77 0.1 1.28 -0.02 0.04 1192.037 4054.02 7452.04
