alt barom Gx Gy Gz Ax Ay Az Mx My Mz t GPS_La GPS_Lo
2.49 994.60 2.32 -1.40 -1.68 -0.17 -0.96 -0.19 0.89 -0.17 0.00 1305.347 4054.02 7452.04
2.29 994.62 3.02 0.19 0.25 -0.17 -0.96 -0.2 0.88 -0.17 0.00 1305.769 4054.02 7452.04
2.68 994.58 2.09 -0.81 0.17 -0.16 -0.96 -0.19 0.89 -0.16 0.01 1306.354 4054.02 7452.04
2.77 994.56 -0.03 -4.16 0.51 -0.12 -0.96 -0.16 0.91 -0.16 0.02 1306.773 4054.02 7452.04
2.78 994.56 0.18 -4.44 -0.25 -0.02 -1.01 -0.1 0.95 -0.14 0.04 1307.368 4054.02 7452.04
2.83 994.56 2.07 1.06 4.51 0.03 -1.00 -0.09 0.97 -0.12 0.05 1307.772 4054.02 7452.04
2.44 994.60 3.72 2.57 -1.09 0.02 -0.99 -0.09 0.97 -0.12 0.05 1308.355 4054.02 7452.04
2.74 994.57 1.07 -0.64 0.66 0.02 -1.00 -0.09 0.98 -0.12 0.04 1308.775 4054.02 7452.04
2.66 994.58 1.80 -0.38 -0.52 0.03 -0.99 -0.09 0.97 -0.12 0.04 1309.356 4054.02 7452.04
2.82 994.56 1.82 0.10 1.44 0.03 -0.98 -0.08 0.97 -0.12 0.05 1309.776 4054.02 7452.04
2.52 994.59 2.67 -0.38 0.51 0.03 -1.00 -0.09 0.97 -0.13 0.04 1310.359 4054.02 7452.04
2.58 994.59 2.67 -0.14 1.10 0.03 -1.00 -0.1 0.97 -0.12 0.04 1310.779 4054.02 7452.04
2.19 994.63 2.44 0.43 -0.64 0.04 -0.97 -0.06 0.97 -0.12 0.05 1311.339 4054.02 7452.04
2.92 994.55 2.07 -4.11 -2.94 0.04 -1.00 -0.06 0.98 -0.12 0.05 1311.783 4054.02 7452.04
2.29 994.62 4.46 2.00 2.29 0.04 -0.99 -0.08 0.98 -0.12 0.05 1312.377 4054.02 7452.04
2.49 994.60 2.09 1.19 1.50 0.04 -0.99 -0.09 0.98 -0.12 0.04 1312.783 4054.02 7452.04
2.29 994.62 2.54 -2.22 1.27 0.05 -0.99 -0.08 0.97 -0.12 0.04 1313.342 4054.02 7452.04
1.47 994.72 2.84 -0.27 -0.20 0.04 -0.99 -0.08 0.98 -0.12 0.05 1313.787 4054.02 7452.04
2.53 994.59 2.35 0.11 -0.05 0.05 -0.99 -0.09 0.98 -0.13 0.05 1314.343 4054.02 7452.04
2.57 994.59 1.01 0.11 1.40 0.05 -0.99 -0.08 0.98 -0.12 0.05 1314.787 4054.02 7452.04
2.80 994.56 2.64 -0.02 0.79 0.05 -0.99 -0.08 0.98 -0.12 0.05 1315.364 4054.02 7452.04
2.67 994.58 1.61 0.15 0.28 0.04 -0.99 -0.08 0.98 -0.12 0.05 1315.789 4054.02 7452.04
2.26 994.62 4.31 0.24 2.00 0.05 -0.99 -0.07 0.98 -0.11 0.05 1316.379 4054.02 7452.04
2.23 994.63 1.89 -0.04 -0.40 0.05 -0.99 -0.07 0.98 -0.11 0.06 1316.793 4054.02 7452.04
2.59 994.59 2.55 0.80 1.05 0.06 -0.99 -0.07 0.98 -0.11 0.06 1317.372 4054.02 7452.04
2.70 994.57 2.33 0.38 -0.38 0.05 -0.99 -0.07 0.98 -0.11 0.06 1317.794 4054.02 7452.04
2.04 994.65 2.75 0.11 0.63 0.05 -0.99 -0.09 0.98 -0.11 0.06 1318.365 4054.02 7452.04
2.43 994.60 2.14 0.09 2.32 0.05 -0.99 -0.07 0.99 -0.11 0.06 1318.795 4054.02 7452.04
2.82 994.56 3.10 0.18 -0.72 0.06 -0.99 -0.08 0.98 -0.11 0.06 1319.373 4054.02 7452.04
2.29 994.62 3.98 4.40 20.28 0.00 -1.02 -0.08 0.99 -0.10 0.05 1319.798 4054.02 7452.04
3.17 994.52 -3.92 -5.85 8.73 0.08 -0.95 -0.09 1.00 -0.08 0.06 1320.367 4054.02 7452.04
2.89 994.55 1.28 -2.69 14.31 0.14 -0.99 -0.07 1.02 -0.08 0.06 1320.801 4054.02 7452.04
2.57 994.59 5.64 5.17 3.41 0.09 -0.99 -0.04 1.02 -0.06 0.05 1321.376 4054.02 7452.04
2.51 994.59 1.52 -0.74 0.98 0.09 -0.99 -0.08 1.01 -0.07 0.06 1321.802 4054.02 7452.04
2.34 994.61 1.33 -1.19 -4.34 0.11 -0.99 -0.07 1.01 -0.06 0.06 1322.402 4054.02 7452.04
2.33 994.62 3.72 0.86 -1.24 0.09 -1.00 -0.05 1.01 -0.05 0.05 1322.804 4054.02 7452.04
2.67 994.58 1.71 0.04 1.83 0.09 -1.00 -0.05 1.02 -0.06 0.06 1323.385 4054.02 7452.04
2.68 994.57 1.48 -0.57 -2.88 0.10 -0.99 -0.06 1.01 -0.05 0.06 1323.807 4054.02 7452.04
2.72 994.57 0.44 0.26 1.29 0.09 -0.99 -0.06 1.01 -0.06 0.06 1324.408 4054.02 7452.04
2.20 994.63 -21.24 2.46 -10.40 0.01 -0.95 -0.12 0.97 -0.07 0.04 1324.811 4054.02 7452.04
2.47 994.60 30.27 3.99 1.29 -0.02 -0.91 0.03 0.93 0.00 0.01 1325.407 4054.02 7452.04
2.29 994.62 -1.99 -12.95 -10.83 0.08 -1.03 0.02 0.98 -0.04 0.03 1325.815 4054.02 7452.04
2.39 994.61 -2.09 3.72 -5.68 0.13 -1.04 -0.03 1.01 -0.07 0.05 1326.41 4054.02 7452.04
2.49 994.60 -13.64 5.40 59.26 0.06 -0.91 -0.03 0.98 -0.05 0.04 1326.814 4054.02 7452.04
2.75 994.57 -12.24 -9.73 22.48 0.09 -0.96 -0.01 1.03 0.06 0.03 1327.38 4054.02 7452.04
2.90 994.55 11.29 -15.81 10.34 0.01 -1.05 0.1 1.00 0.08 0.00 1327.817 4054.02 7452.04
3.00 994.54 -4.30 -3.85 -1.64 0.05 -0.99 0.07 1.03 0.09 0.02 1328.373 4054.02 7452.04
2.47 994.60 2.15 -0.63 -0.73 0.07 -0.99 0.09 1.04 0.09 0.01 1328.818 4054.02 7452.04
2.48 994.60 -1.67 29.69 -19.74 0.12 -1.01 -0.0 1.03 0.10 0.00 1329.385 4054.02 7452.04
2.66 994.58 -1.56 15.49 -24.24 -0.13 -0.98 0.08 0.92 0.10 -0.03 1329.824 4054.02 7452.04
2.85 994.55 20.10 3.16 57.65 -0.19 -0.94 0.08 0.87 0.03 -0.02 1330.379 4054.02 7452.04
2.78 994.56 -26.31 -23.42 19.86 -0.30 -0.94 0.0 0.97 0.09 0.00 1330.827 4054.02 7452.04
2.69 994.57 14.97 -5.20 -20.12 -0.16 -0.86 0.11 0.94 0.09 -0.01 1331.387 4054.02 7452.04
2.92 994.55 0.28 -1.47 -6.92 -0.18 -0.98 0.04 0.94 0.09 -0.01 1331.826 4054.02 7452.04
2.83 994.56 -2.94 5.49 -5.91 -0.19 -0.96 0.15 0.92 0.10 -0.03 1332.386 4054.02 7452.04
2.63 994.58 15.26 5.91 16.75 -0.19 -1.01 0.17 0.93 0.12 -0.03 1332.829 4054.02 7452.04
2.43 994.60 3.20 -14.25 21.97 -0.19 -0.98 0.1 0.98 0.12 -0.01 1333.415 4054.02 7452.04
2.53 994.59 1.01 8.22 -0.95 -0.21 -0.95 0.07 0.96 0.10 -0.00 1333.829 4054.02 7452.04
2.33 994.62 1.40 4.46 0.04 -0.23 -0.97 0.03 0.94 0.09 -0.01 1334.426 4054.02 7452.04
3.00 994.54 7.03 10.72 7.13 -0.24 -0.97 0.04 0.95 0.08 -0.01 1334.832 4054.02 7452.04
2.55 994.59 14.03 -3.43 9.35 -0.26 -0.96 -0.01 0.96 0.08 0.00 1335.389 4054.02 7452.04
2.81 994.56 8.02 -1.95 3.36 -0.20 -0.96 -0.01 1.00 0.07 0.01 1335.831 4054.02 7452.04
2.87 994.55 1.27 2.94 -0.24 -0.27 -0.97 -0.03 0.97 0.07 0.01 1336.392 4054.02 7452.04
3.00 994.54 6.05 -1.58 -0.83 -0.28 -0.97 0.03 0.97 0.10 -0.01 1336.837 4054.02 7452.04
2.94 994.54 -0.25 -4.36 2.11 -0.29 -0.96 0.02 0.97 0.10 -0.01 1337.428 4054.02 7452.04
2.56 994.59 -0.28 -1.13 -1.21 -0.27 -0.96 0.04 0.97 0.11 -0.01 1337.839 4054.02 7452.04
2.33 994.62 0.85 -1.01 -1.00 -0.26 -0.97 0.06 0.98 0.11 -0.00 1338.421 4054.02 7452.04
3.03 994.53 2.45 -0.45 0.10 -0.27 -0.97 0.05 0.98 0.11 -0.01 1338.84 4054.02 7452.04
2.71 994.57 0.72 1.00 0.36 -0.26 -0.97 0.06 0.97 0.11 -0.01 1339.398 4054.02 7452.04
2.23 994.63 2.08 0.01 0.42 -0.26 -0.96 0.07 0.98 0.11 -0.00 1339.84 4054.02 7452.04
2.60 994.58 3.50 1.04 0.14 -0.26 -0.96 0.07 0.98 0.12 -0.01 1340.435 4054.02 7452.04
3.03 994.53 0.14 -1.72 0.95 -0.26 -0.97 0.07 0.98 0.12 -0.02 1340.844 4054.02 7452.04
2.54 994.59 4.94 2.21 1.00 -0.27 -0.96 0.07 0.98 0.12 -0.01 1341.391 4054.02 7452.04
3.01 994.54 2.58 0.81 4.13 -0.24 -0.98 0.07 0.99 0.12 -0.01 1341.844 4054.02 7452.04
2.73 994.57 2.63 2.65 5.40 -0.24 -0.96 0.1 0.99 0.12 -0.02 1342.389 4054.02 7452.04
2.75 994.57 2.56 -0.54 5.49 -0.24 -0.97 0.09 1.00 0.13 -0.01 1342.848 4054.02 7452.04
2.59 994.59 -1.01 -0.38 2.23 -0.23 -0.96 0.1 1.00 0.13 -0.02 1343.434 4054.02 7452.04
2.46 994.60 3.26 0.67 10.95 -0.24 -0.97 0.13 1.02 0.14 -0.01 1343.849 4054.02 7452.04
2.08 994.65 3.06 -0.31 -1.30 -0.24 -0.96 0.12 1.03 0.13 -0.02 1344.424 4054.02 7452.04
2.62 994.58 1.66 -1.36 -4.25 -0.22 -0.96 0.11 1.02 0.13 -0.02 1344.852 4054.02 7452.04
1.85 994.67 -3.09 0.47 -6.34 -0.23 -0.97 0.11 1.00 0.13 -0.02 1345.423 4054.02 7452.04
2.68 994.57 1.21 -1.67 0.42 -0.23 -0.98 0.1 0.99 0.13 -0.02 1345.853 4054.02 7452.04
2.38 994.61 2.42 1.23 2.00 -0.24 -0.97 0.12 1.00 0.14 -0.03 1346.434 4054.02 7452.04
2.60 994.58 4.01 2.76 3.57 -0.24 -0.96 0.12 1.00 0.13 -0.02 1346.855 4054.02 7452.04
2.74 994.57 0.14 -0.77 -1.59 -0.25 -0.96 0.15 1.01 0.14 -0.02 1347.433 4054.02 7452.04
2.22 994.63 2.25 2.07 7.33 -0.24 -0.96 0.13 1.01 0.14 -0.02 1347.857 4054.02 7452.04
2.50 994.60 5.36 3.05 4.90 -0.24 -0.96 0.15 1.02 0.14 -0.02 1348.403 4054.02 7452.04
2.16 994.64 1.91 -1.64 -2.25 -0.22 -0.97 0.14 1.01 0.15 -0.02 1348.864 4054.02 7452.04
2.84 994.56 2.01 0.17 -1.29 -0.23 -0.96 0.12 1.01 0.14 -0.01 1349.412 4054.02 7452.04
2.46 994.60 2.46 -0.27 2.70 -0.23 -0.97 0.11 1.01 0.13 -0.01 1349.864 4054.02 7452.04
2.66 994.58 3.03 1.58 0.81 -0.22 -0.95 0.12 1.01 0.14 -0.02 1350.409 4054.02 7452.04
2.30 994.62 0.46 0.25 -0.81 -0.23 -0.96 0.11 1.01 0.14 -0.01 1350.868 4054.02 7452.04
2.33 994.62 2.12 -0.35 -1.26 -0.25 -0.96 0.11 1.00 0.14 -0.02 1351.415 4054.02 7452.04
2.17 994.63 2.44 1.59 1.01 -0.25 -0.97 0.12 1.00 0.14 -0.02 1351.873 4054.02 7452.04
2.46 994.60 0.77 -3.21 -8.72 -0.27 -0.95 0.12 0.99 0.14 -0.03 1352.427 4054.02 7452.04
2.41 994.61 13.57 7.37 -1.25 -0.30 -0.96 0.13 0.98 0.14 -0.01 1352.885 4054.02 7452.04
2.82 994.56 5.38 1.38 3.19 -0.28 -0.95 0.1 0.98 0.14 -0.03 1353.42 4054.02 7452.04
2.55 994.59 4.73 1.63 6.26 -0.26 -0.96 0.1 0.99 0.13 -0.02 1353.885 4054.02 7452.04
2.92 994.55 1.99 0.31 -1.09 -0.27 -0.96 0.1 0.99 0.14 -0.01 1354.444 4054.02 7452.04
2.74 994.57 2.43 0.47 -0.64 -0.26 -0.96 0.1 0.99 0.14 -0.01 1354.889 4054.02 7452.04
2.67 994.58 2.49 2.20 1.86 -0.26 -0.96 0.11 0.99 0.13 -0.01 1355.453 4054.02 7452.04
2.77 994.56 0.95 -0.14 1.92 -0.27 -0.96 0.1 0.99 0.14 -0.02 1355.891 4054.02 7452.04
2.81 994.56 3.89 0.44 -0.64 -0.26 -0.96 0.11 1.00 0.13 -0.02 1356.43 4054.02 7452.04
2.67 994.58 1.76 0.40 0.99 -0.26 -0.96 0.1 0.99 0.13 -0.02 1356.893 4054.02 7452.04
2.20 994.63 0.46 -0.67 0.71 -0.27 -0.96 0.1 0.99 0.13 -0.02 1357.431 4054.02 7452.04
2.92 994.55 2.03 -0.60 -0.71 -0.25 -0.96 0.11 0.99 0.13 -0.02 1357.897 4054.02 7452.04
2.64 994.58 2.64 1.36 1.65 -0.26 -0.96 0.11 0.99 0.13 -0.01 1358.441 4054.02 7452.04
2.09 994.64 2.43 1.02 -1.03 -0.26 -0.96 0.12 0.99 0.13 -0.01 1358.899 4054.02 7452.04
2.61 994.58 18.12 2.77 1.37 -0.26 -1.01 0.02 0.99 0.10 -0.00 1359.446 4054.02 7452.04
2.35 994.61 -0.67 4.31 7.02 -0.26 -0.98 0.03 1.00 0.10 0.01 1359.9 4054.02 7452.04
2.14 994.64 -4.79 -1.92 1.90 -0.27 -0.98 0.04 1.00 0.11 0.00 1360.436 4054.02 7452.04
2.39 994.61 -0.11 1.65 3.72 -0.29 -0.95 0.07 0.98 0.12 -0.01 1360.904 4054.02 7452.04
2.17 994.63 -2.59 3.51 -0.87 -0.33 -0.95 0.11 0.97 0.13 -0.02 1361.471 4054.02 7452.04
2.61 994.58 -10.05 3.73 5.39 -0.37 -0.91 0.17 0.96 0.16 -0.05 1361.906 4054.02 7452.04
2.50 994.60 2.27 2.98 -5.51 -0.36 -0.89 0.22 0.93 0.18 -0.06 1362.437 4054.02 7452.04
2.67 994.58 3.99 3.28 7.18 -0.40 -0.89 0.23 0.94 0.18 -0.06 1362.907 4054.02 7452.04
2.33 994.62 1.77 -0.14 -4.31 -0.43 -0.88 0.21 0.93 0.17 -0.06 1363.438 4054.02 7452.04
2.72 994.57 4.69 1.15 2.38 -0.43 -0.88 0.23 0.93 0.18 -0.08 1363.908 4054.02 7452.04
2.72 994.57 4.84 2.83 -1.34 -0.43 -0.88 0.2 0.93 0.18 -0.07 1364.442 4054.02 7452.04
2.33 994.62 0.10 1.43 4.78 -0.44 -0.88 0.19 0.92 0.17 -0.06 1364.911 4054.02 7452.04
2.56 994.59 1.38 -1.22 -5.15 -0.44 -0.88 0.23 0.93 0.19 -0.07 1365.465 4054.02 7452.04
2.72 994.57 6.68 -2.53 -1.60 -0.46 -0.88 0.21 0.92 0.17 -0.07 1365.922 4054.02 7452.04
2.10 994.64 11.52 -4.45 1.00 -0.41 -0.89 0.15 0.93 0.15 -0.04 1366.443 4054.02 7452.04
2.31 994.62 6.82 -1.28 -0.52 -0.40 -0.91 0.11 0.94 0.13 -0.03 1366.924 4054.02 7452.04
2.33 994.62 2.13 2.79 6.00 -0.40 -0.92 0.08 0.94 0.13 -0.02 1367.472 4054.02 7452.04
2.02 994.65 2.19 0.02 -3.84 -0.41 -0.90 0.11 0.94 0.12 -0.03 1367.93 4054.02 7452.04
2.59 994.59 4.73 5.75 4.98 -0.41 -0.89 0.1 0.94 0.12 -0.03 1368.473 4054.02 7452.04
2.65 994.58 -0.40 -2.82 0.48 -0.41 -0.92 0.09 0.94 0.12 -0.03 1368.933 4054.02 7452.04
2.19 994.63 2.55 -0.62 -3.41 -0.41 -0.95 0.09 0.94 0.12 -0.03 1369.479 4054.02 7452.04
2.89 994.55 -0.25 0.18 1.26 -0.42 -0.91 0.09 0.94 0.12 -0.03 1369.934 4054.02 7452.04
2.53 994.59 -2.92 -3.85 -0.03 -0.40 -0.92 0.08 0.94 0.13 -0.03 1370.476 4054.02 7452.04
2.51 994.59 -2.14 -3.72 -7.84 -0.43 -0.91 0.08 0.94 0.12 -0.03 1370.938 4054.02 7452.04
2.68 994.57 2.30 6.20 1.22 -0.43 -0.92 0.11 0.94 0.12 -0.03 1371.438 4054.02 7452.04
2.64 994.58 -2.18 -1.40 -2.29 -0.41 -0.89 0.08 0.94 0.12 -0.03 1371.94 4054.02 7452.04
2.28 994.62 2.38 0.29 2.31 -0.43 -0.90 0.09 0.94 0.12 -0.03 1372.439 4054.02 7452.04
2.01 994.65 3.96 -1.58 -6.71 -0.43 -0.92 0.11 0.94 0.12 -0.03 1372.941 4054.02 7452.04
2.46 994.60 -2.87 -10.48 7.57 -0.45 -0.88 0.01 0.92 0.11 -0.04 1373.458 4054.02 7452.04
2.73 994.57 -5.95 -12.68 -9.85 -0.50 -0.88 0.07 0.92 0.11 -0.04 1373.945 4054.02 7452.04
2.20 994.63 1.58 0.03 4.33 -0.49 -0.86 0.08 0.90 0.12 -0.04 1374.453 4054.02 7452.04
2.29 994.62 6.82 11.15 3.84 -0.51 -0.97 0.06 0.93 0.12 -0.02 1374.944 4054.02 7452.04
2.44 994.60 -4.18 -12.65 7.79 -0.43 -0.88 0.01 0.94 0.10 -0.01 1375.482 4054.02 7452.04
2.13 994.64 -2.93 11.91 3.94 -0.31 -0.77 -0.0 0.92 0.11 -0.03 1375.946 4054.02 7452.04
2.17 994.63 9.32 19.80 2.77 -0.49 -1.02 0.14 0.90 0.13 -0.04 1376.483 4054.02 7452.04
1.72 994.69 3.86 -0.21 5.84 -0.51 -0.87 0.12 0.90 0.14 -0.06 1376.948 4054.02 7452.04
2.43 994.60 3.31 -9.53 -6.52 -0.58 -0.84 0.11 0.88 0.14 -0.07 1377.451 4054.02 7452.04
1.98 994.66 0.32 2.25 0.65 -0.56 -0.83 0.12 0.87 0.14 -0.07 1377.949 4054.02 7452.04
2.68 994.57 2.39 1.83 -0.68 -0.56 -0.83 0.1 0.88 0.14 -0.07 1378.451 4054.02 7452.04
1.93 994.66 -1.98 -0.81 -10.35 -0.60 -0.81 0.12 0.86 0.15 -0.08 1378.956 4054.02 7452.04
2.19 994.63 7.17 1.36 14.45 -0.59 -0.81 0.11 0.86 0.14 -0.08 1379.497 4054.02 7452.04
2.51 994.60 5.10 -8.39 -3.71 -0.62 -0.76 0.15 0.87 0.15 -0.08 1379.956 4054.02 7452.04
2.57 994.59 0.66 3.00 -3.88 -0.56 -0.81 0.13 0.87 0.16 -0.08 1380.493 4054.02 7452.04
2.57 994.59 2.21 -0.62 -0.67 -0.60 -0.79 0.14 0.86 0.16 -0.08 1380.959 4054.02 7452.04
2.60 994.58 0.53 -0.37 4.92 -0.60 -0.78 0.19 0.87 0.17 -0.09 1381.459 4054.02 7452.04
2.19 994.63 6.02 1.06 -3.33 -0.60 -0.78 0.17 0.86 0.16 -0.08 1381.96 4054.02 7452.04
2.49 994.60 1.52 -0.39 8.24 -0.58 -0.82 0.15 0.85 0.16 -0.09 1382.479 4054.02 7452.04
2.29 994.62 -4.87 -17.54 2.73 -0.64 -0.96 0.07 0.87 0.14 -0.07 1382.965 4054.02 7452.04
2.32 994.62 3.11 -2.94 -8.78 -0.52 -0.87 0.13 0.90 0.14 -0.05 1383.465 4054.02 7452.04
2.54 994.59 -2.70 -0.99 5.17 -0.51 -0.87 0.11 0.90 0.13 -0.06 1383.966 4054.02 7452.04
2.21 994.63 6.02 4.90 10.70 -0.48 -0.89 0.11 0.92 0.15 -0.04 1384.466 4054.02 7452.04
2.02 994.65 -1.79 -3.78 9.83 -0.49 -0.87 0.14 0.93 0.14 -0.04 1384.969 4054.02 7452.04
2.49 994.60 0.77 2.79 -2.70 -0.50 -0.85 0.14 0.92 0.15 -0.05 1385.468 4054.02 7452.04
2.25 994.62 2.86 2.85 3.56 -0.50 -0.85 0.16 0.92 0.15 -0.05 1385.968 4054.02 7452.04
2.60 994.58 2.10 0.95 -4.17 -0.51 -0.85 0.15 0.91 0.15 -0.05 1386.489 4054.02 7452.04
1.97 994.66 2.64 3.08 2.70 -0.52 -0.85 0.16 0.91 0.15 -0.06 1386.971 4054.02 7452.04
2.19 994.63 0.92 0.02 -1.68 -0.51 -0.85 0.15 0.92 0.16 -0.05 1387.472 4054.02 7452.04
2.60 994.58 2.12 -0.39 1.35 -0.50 -0.85 0.17 0.92 0.16 -0.06 1387.973 4054.02 7452.04
2.32 994.62 4.05 3.70 -0.73 -0.52 -0.85 0.16 0.91 0.16 -0.05 1388.474 4054.02 7452.04
2.51 994.60 2.14 0.51 -0.09 -0.53 -0.84 0.15 0.91 0.15 -0.06 1388.976 4054.02 7452.04
2.22 994.63 1.44 0.03 -2.15 -0.54 -0.84 0.15 0.91 0.16 -0.06 1389.51 4054.02 7452.04
2.30 994.62 3.47 -2.58 -8.93 -0.55 -0.84 0.16 0.90 0.15 -0.06 1389.978 4054.02 7452.04
2.05 994.65 11.34 -1.34 3.22 -0.55 -0.81 0.13 0.90 0.15 -0.06 1390.495 4054.02 7452.04
2.35 994.61 4.63 1.53 3.58 -0.55 -0.85 0.13 0.91 0.14 -0.05 1390.979 4054.02 7452.04
1.94 994.66 10.13 5.88 -17.68 -0.58 -0.80 0.11 0.89 0.13 -0.05 1391.482 4054.02 7452.04
2.22 994.63 1.50 0.79 0.28 -0.59 -0.80 0.05 0.87 0.12 -0.05 1391.98 4054.02 7452.04
2.16 994.64 2.16 0.23 2.51 -0.59 -0.82 0.08 0.88 0.12 -0.06 1392.496 4054.02 7452.04
2.76 994.57 0.58 0.18 1.58 -0.58 -0.81 0.09 0.88 0.13 -0.05 1392.983 4054.02 7452.04
2.84 994.56 1.90 -0.25 -1.04 -0.57 -0.82 0.1 0.89 0.13 -0.06 1393.485 4054.02 7452.04
2.05 994.65 2.58 1.79 0.35 -0.58 -0.81 0.1 0.88 0.13 -0.06 1393.984 4054.02 7452.04
2.66 994.58 2.62 1.08 -0.32 -0.59 -0.81 0.1 0.88 0.13 -0.06 1394.486 4054.02 7452.04
2.90 994.55 1.61 -0.40 -2.03 -0.58 -0.82 0.1 0.88 0.13 -0.05 1394.989 4054.02 7452.04
2.10 994.64 2.58 -0.89 1.60 -0.59 -0.81 0.1 0.88 0.13 -0.05 1395.488 4054.02 7452.04
2.54 994.59 2.55 1.09 -0.25 -0.57 -0.81 0.1 0.88 0.13 -0.05 1395.989 4054.02 7452.04
2.49 994.60 0.06 0.32 0.33 -0.58 -0.82 0.1 0.88 0.14 -0.05 1396.489 4054.02 7452.04
2.51 994.60 2.60 0.81 -0.34 -0.58 -0.82 0.1 0.88 0.13 -0.05 1396.992 4054.02 7452.04
2.00 994.65 2.43 0.19 0.24 -0.58 -0.82 0.1 0.89 0.13 -0.05 1397.491 4054.02 7452.04
2.37 994.61 2.06 1.50 1.15 -0.58 -0.82 0.1 0.88 0.13 -0.06 1397.992 4054.02 7452.04
2.32 994.62 -4.86 -5.85 -18.79 -0.49 -0.86 0.05 0.89 0.11 -0.04 1398.497 4054.02 7452.04
2.48 994.60 2.54 3.05 6.24 -0.54 -0.82 0.01 0.88 0.09 -0.04 1398.994 4054.02 7452.04
2.49 994.60 4.30 3.87 -0.84 -0.54 -0.84 0.02 0.87 0.09 -0.05 1399.525 4054.02 7452.04
2.91 994.55 7.32 -1.36 3.98 -0.54 -0.86 0.01 0.88 0.09 -0.04 1399.997 4054.02 7452.04
2.13 994.64 7.18 9.06 5.36 -0.57 -0.82 -0.01 0.89 0.09 -0.03 1400.497 4054.02 7452.04
2.33 994.62 8.11 5.41 -12.23 -0.52 -0.89 -0.03 0.89 0.08 -0.03 1401.0 4054.02 7452.04
2.93 994.55 8.16 1.56 -1.48 -0.52 -0.93 -0.09 0.87 0.07 -0.03 1401.504 4054.02 7452.04
2.22 994.63 -2.29 -2.06 0.69 -0.55 -0.84 -0.03 0.87 0.08 -0.04 1402.002 4054.02 7452.04
2.00 994.65 0.78 3.05 1.29 -0.55 -0.83 -0.05 0.88 0.08 -0.03 1402.519 4054.02 7452.04
2.66 994.58 5.64 4.85 -2.65 -0.51 -0.87 0.01 0.89 0.10 -0.04 1403.004 4054.02 7452.04
2.63 994.58 13.65 15.36 5.74 -0.58 -0.78 0.05 0.88 0.10 -0.04 1403.506 4054.02 7452.04
2.14 994.64 3.37 -0.24 3.37 -0.55 -0.79 0.04 0.88 0.13 -0.05 1404.006 4054.02 7452.04
2.11 994.64 -0.89 -5.28 3.78 -0.57 -0.83 0.11 0.89 0.13 -0.06 1404.509 4054.02 7452.04
2.47 994.60 2.94 1.37 -0.40 -0.57 -0.81 0.11 0.89 0.13 -0.06 1405.008 4054.02 7452.04
1.92 994.66 2.85 2.38 -0.32 -0.57 -0.83 0.1 0.88 0.13 -0.06 1405.509 4054.02 7452.04
2.19 994.63 2.25 0.60 1.09 -0.58 -0.82 0.1 0.89 0.13 -0.06 1406.009 4054.02 7452.04
2.00 994.66 1.24 -2.08 -0.14 -0.58 -0.82 0.1 0.89 0.13 -0.05 1406.513 4054.02 7452.04
2.19 994.63 2.20 -1.62 -0.15 -0.57 -0.83 0.1 0.89 0.13 -0.05 1407.013 4054.02 7452.04
1.75 994.68 2.71 0.55 2.16 -0.56 -0.82 0.1 0.89 0.13 -0.05 1407.515 4054.02 7452.04
2.41 994.61 4.47 8.47 -0.66 -0.58 -0.81 0.09 0.89 0.13 -0.05 1408.014 4054.02 7452.04
2.25 994.63 0.89 -1.43 1.10 -0.59 -0.81 0.09 0.88 0.13 -0.05 1408.516 4054.02 7452.04
2.41 994.61 1.43 0.50 -0.37 -0.58 -0.82 0.09 0.89 0.13 -0.05 1409.016 4054.02 7452.04
2.50 994.60 0.53 -1.46 2.70 -0.57 -0.82 0.1 0.89 0.13 -0.05 1409.521 4054.02 7452.04
2.56 994.59 2.45 3.26 3.82 -0.57 -0.82 0.12 0.90 0.14 -0.05 1410.017 4054.02 7452.04
1.92 994.66 1.25 -0.01 -2.53 -0.57 -0.82 0.1 0.89 0.14 -0.05 1410.528 4054.02 7452.04
2.38 994.61 3.21 0.58 0.46 -0.57 -0.81 0.11 0.90 0.13 -0.06 1411.019 4054.02 7452.04
2.19 994.63 2.07 1.07 -1.72 -0.58 -0.82 0.1 0.89 0.13 -0.06 1411.524 4054.02 7452.04
2.13 994.64 3.62 0.62 3.99 -0.57 -0.82 0.11 0.90 0.12 -0.05 1412.021 4054.02 7452.04
2.45 994.60 -3.12 -2.32 -9.27 -0.58 -0.82 0.1 0.89 0.14 -0.06 1412.526 4054.02 7452.04
2.59 994.58 4.61 0.61 1.62 -0.57 -0.83 0.1 0.89 0.13 -0.06 1413.023 4054.02 7452.04
2.30 994.62 -0.02 2.10 -4.69 -0.57 -0.82 0.09 0.88 0.13 -0.06 1413.526 4054.02 7452.04
2.66 994.58 7.43 1.08 13.04 -0.56 -0.82 0.09 0.89 0.12 -0.06 1414.026 4054.02 7452.04
2.10 994.64 2.05 -0.01 -0.67 -0.57 -0.82 0.1 0.89 0.12 -0.05 1414.529 4054.02 7452.04
2.34 994.61 -1.43 3.35 -3.95 -0.57 -0.81 0.1 0.89 0.13 -0.06 1415.029 4054.02 7452.04
2.70 994.57 -3.35 -1.30 -7.46 -0.58 -0.81 0.1 0.87 0.13 -0.07 1415.536 4054.02 7452.04
