alt barom GPS_La GPS_Lo Gx Gy Gz Ax Ay Az Mx My Mz t
1.13 995.14 4053.99 7452.04 2.36 0.55 0.31 -0.03 -0.00 1.01 0.88 0.39 -0.45 442.355
0.90 995.16 4053.99 7452.04 2.32 0.06 0.67 -0.03 -0.01 1.0 0.88 0.39 -0.44 442.949
0.90 995.16 4053.99 7452.04 2.58 0.14 0.40 -0.03 -0.01 1.0 0.88 0.39 -0.45 443.357
0.76 995.18 4053.99 7452.04 2.53 0.37 0.56 -0.03 -0.01 1.0 0.88 0.39 -0.45 443.947
0.96 995.16 4053.99 7452.04 2.31 0.14 0.38 -0.03 -0.01 1.0 0.87 0.39 -0.44 444.359
0.97 995.16 4053.99 7452.04 2.74 0.31 0.31 -0.03 -0.01 1.0 0.87 0.39 -0.44 444.938
0.81 995.17 4053.99 7452.04 2.46 0.67 0.16 -0.03 -0.01 1.01 0.88 0.39 -0.44 445.362
1.08 995.14 4053.99 7452.04 0.20 0.24 0.46 -0.03 -0.01 1.0 0.88 0.40 -0.45 445.956
0.62 995.20 4053.99 7452.04 2.45 0.20 0.56 -0.03 -0.01 1.0 0.87 0.39 -0.45 446.364
0.41 995.22 4053.99 7452.04 2.37 0.31 0.48 -0.05 -0.01 1.01 0.88 0.39 -0.45 446.938
0.79 995.18 4053.99 7452.04 2.59 0.36 0.53 -0.03 -0.01 1.01 0.87 0.40 -0.45 447.367
1.16 995.13 4053.99 7452.04 2.41 0.45 0.58 -0.03 -0.01 1.0 0.88 0.39 -0.44 447.965
0.93 995.16 4053.99 7452.04 2.30 0.34 0.34 -0.03 -0.01 1.01 0.88 0.39 -0.44 448.368
0.61 995.20 4053.99 7452.04 2.01 0.25 0.41 -0.03 -0.01 1.0 0.88 0.39 -0.45 448.947
0.79 995.18 4053.99 7452.04 2.32 0.38 0.52 -0.03 -0.01 1.0 0.88 0.39 -0.45 449.371
0.62 995.20 4053.99 7452.04 2.20 0.34 0.35 -0.03 0.01 1.01 0.88 0.39 -0.44 449.898
2.26 995.00 4053.99 7452.04 -2.12 46.03 -16.42 -0.08 0.12 2.0 0.93 0.34 -0.50 450.375
13.99 993.62 4053.99 7452.04 3.80 -42.68 32.31 -0.22 0.21 2.0 0.95 0.37 -0.48 450.972
28.21 991.95 4053.99 7452.04 5.53 14.62 -5.01 -0.03 0.08 2.0 0.93 0.37 -0.43 451.377
49.83 989.40 4053.99 7452.04 0.56 50.06 -5.01 -0.14 0.07 1.12 0.99 0.36 -0.43 451.937
66.22 987.48 4053.99 7452.04 10.57 62.90 7.68 -0.06 0.06 0.21 1.02 0.36 -0.47 452.378
85.16 985.26 4053.99 7452.04 -1.35 64.36 8.02 0.03 0.02 0.01 1.06 0.36 -0.51 452.931
98.41 983.71 4053.99 7452.04 12.38 61.39 0.16 -0.05 0.04 -0.03 1.15 0.36 -0.48 453.389
111.14 982.23 4053.99 7452.04 2.50 50.30 -1.50 -0.03 0.00 -0.01 1.16 0.37 -0.44 453.984
120.30 981.16 4053.99 7452.04 11.09 45.45 -1.61 -0.03 0.00 0.0 1.16 0.37 -0.40 454.394
128.06 980.25 4053.99 7452.04 5.66 39.09 -9.13 -0.02 0.00 0.0 1.12 0.38 -0.37 454.972
133.04 979.67 4053.99 7452.04 2.70 34.09 -14.88 -0.03 0.01 0.01 1.05 0.37 -0.36 455.396
135.81 979.35 4053.99 7452.04 -7.56 34.53 -25.51 -0.04 0.03 0.01 0.95 0.36 -0.40 455.951
136.74 979.24 4053.99 7452.04 -27.79 -25.72 -19.07 2.00 1.70 -1.47 0.85 0.31 -0.50 456.399
136.84 979.23 4053.99 7452.04 64.09 -48.38 79.83 -0.47 2.00 -1.88 0.78 0.26 -0.39 456.92
132.94 979.69 4053.99 7452.04 83.11 -39.62 -85.03 -0.29 -0.11 -0.04 0.89 0.21 -0.11 457.402
124.68 980.65 4053.99 7452.04 140.93 -41.16 -88.05 -0.27 -0.27 -0.13 1.18 -0.47 -0.06 457.975
120.31 981.16 4053.99 7452.04 100.02 -84.08 -22.99 0.32 0.74 -0.06 1.46 -0.53 -0.52 458.404
109.77 982.39 4053.99 7452.04 -286.72 253.37 210.88 0.63 -1.15 -0.58 1.39 -0.36 -0.01 458.959
96.53 983.93 4053.99 7452.04 141.73 -121.82 -225.63 0.72 1.13 -1.59 1.36 -0.59 -0.30 459.407
94.28 984.20 4053.99 7452.04 151.23 15.18 -58.12 -0.16 0.21 -0.08 1.45 -0.29 -0.73 459.982
90.18 984.68 4053.99 7452.04 -139.58 83.24 100.57 -0.67 -0.06 -0.46 1.10 -0.32 0.04 460.408
84.56 985.33 4053.99 7452.04 -286.72 -64.84 65.68 -0.26 -0.32 -1.6 1.35 -0.53 -0.15 460.995
81.91 985.64 4053.96 7452.05 211.67 154.37 -43.62 0.32 0.02 -1.19 1.43 -0.51 -0.18 461.41
78.81 986.01 4053.96 7452.05 50.73 66.38 -123.49 -0.42 -0.03 -0.97 0.85 -0.45 -0.24 461.984
75.81 986.36 4053.96 7452.05 -32.65 57.27 135.16 -0.16 0.30 -1.31 1.19 -0.62 -0.39 462.412
72.95 986.69 4053.96 7452.05 87.12 59.20 175.96 0.20 -0.26 -1.16 1.12 -0.55 -0.15 462.976
70.79 986.95 4053.96 7452.05 -101.61 -79.83 -144.32 0.25 0.06 -1.22 1.14 -0.61 -0.33 463.417
67.76 987.30 4053.96 7452.05 60.31 -180.36 -33.02 -0.15 -0.08 -0.93 1.23 -0.57 -0.18 463.982
66.07 987.50 4053.96 7452.04 -132.15 -251.05 -120.51 0.24 0.13 -1.17 1.51 -0.45 -0.58 464.42
63.92 987.75 4053.96 7452.04 -65.89 -286.72 12.77 0.17 -0.15 -0.95 1.17 -0.60 -0.28 464.987
62.28 987.94 4053.97 7452.03 50.55 -286.72 82.24 -0.05 -0.23 -1.07 1.25 -0.60 -0.52 465.421
59.39 988.28 4053.97 7452.03 105.21 -286.72 36.99 -0.23 -0.19 -0.9 1.04 -0.54 -0.18 465.984
57.40 988.52 4053.97 7452.03 52.14 -286.72 25.57 -0.12 -0.19 -1.02 1.02 -0.59 -0.38 466.422
54.27 988.88 4053.97 7452.03 4.03 -286.72 -66.95 -0.05 0.04 -1.01 1.41 -0.54 -0.55 466.984
52.87 989.05 4053.97 7452.03 -52.08 -286.72 -102.00 0.04 0.13 -1.04 1.04 -0.59 -0.40 467.426
50.00 989.38 4053.97 7452.03 -38.40 -286.72 -18.88 0.04 -0.12 -1.06 1.35 -0.57 -0.54 468.002
47.84 989.64 4053.97 7452.03 82.31 -275.86 -5.35 -0.09 -0.10 -0.97 0.88 -0.50 -0.37 468.426
45.88 989.87 4053.97 7452.03 60.52 -282.47 -86.84 -0.03 0.06 -1.05 1.34 -0.60 -0.39 468.985
43.61 990.14 4053.97 7452.03 8.12 -254.77 -11.58 0.04 -0.05 -0.88 1.09 -0.55 -0.59 469.428
40.91 990.45 4053.97 7452.03 89.24 -208.37 -46.88 -0.08 -0.06 -1.13 1.02 -0.56 -0.25 469.991
39.73 990.59 4053.97 7452.02 -17.69 -205.49 -68.52 0.11 0.05 -1.01 1.43 -0.57 -0.45 470.43
37.57 990.84 4053.97 7452.02 8.61 -186.66 -23.24 -0.02 0.00 -1.02 1.20 -0.56 -0.60 471.022
34.75 991.18 4053.97 7452.02 -58.52 -187.76 -44.14 0.10 0.04 -0.93 1.14 -0.61 -0.43 471.433
32.25 991.47 4053.97 7452.02 -35.45 -193.65 56.56 0.04 -0.13 -1.04 1.34 -0.56 -0.20 471.994
30.81 991.64 4053.98 7452.02 -22.96 -170.16 -1.69 0.07 -0.00 -0.98 1.44 -0.56 -0.39 472.434
28.14 991.95 4053.98 7452.02 4.95 -146.32 101.51 0.05 -0.15 -1.03 1.13 -0.61 -0.41 472.999
25.70 992.24 4053.98 7452.02 49.84 -153.71 2.00 -0.00 -0.00 -0.95 0.94 -0.54 -0.30 473.436
23.23 992.53 4053.98 7452.02 63.17 -130.37 -10.29 -0.02 -0.08 -1.06 1.14 -0.57 -0.20 474.002
21.23 992.77 4053.98 7452.02 -17.37 -119.93 -83.39 0.06 0.04 -1.0 1.43 -0.56 -0.41 474.438
18.72 993.06 4053.98 7452.02 -42.83 -121.77 -4.59 0.03 -0.05 -1.07 1.40 -0.56 -0.54 475.001
16.59 993.31 4053.98 7452.02 -56.30 -119.86 36.78 0.06 -0.08 -0.94 1.20 -0.62 -0.46 475.441
14.00 993.62 4053.98 7452.02 52.27 -130.18 26.86 -0.07 -0.04 -0.99 0.94 -0.51 -0.35 476.037
11.37 993.93 4053.98 7452.02 21.78 -155.38 -0.37 -0.03 -0.03 -1.01 1.03 -0.57 -0.26 476.442
9.31 994.17 4053.98 7452.02 21.37 -173.43 -57.79 -0.06 0.06 -1.06 1.32 -0.62 -0.40 477.036
6.94 994.45 4053.98 7452.02 -44.36 -193.98 -36.41 0.02 0.00 -0.96 1.31 -0.53 -0.63 477.444
4.53 994.74 4053.98 7452.02 -44.93 -209.02 -21.68 0.02 -0.01 -1.03 1.04 -0.60 -0.40 478.015
2.28 995.00 4053.98 7452.02 -68.29 -220.72 -6.21 0.06 -0.02 -1.02 1.34 -0.56 -0.19 478.445
-4.75 995.83 4053.98 7452.02 -70.59 -238.38 27.93 0.05 -0.07 -1.02 1.37 -0.56 -0.50 479.023
-0.74 995.36 4053.98 7452.02 12.93 -188.94 4.97 -0.41 1.54 -0.23 0.96 -0.03 -0.86 479.447
-0.25 995.30 4053.98 7452.02 0.11 -1.85 0.58 -0.14 1.00 -0.04 0.94 -0.03 -0.80 480.044
-0.02 995.27 4053.98 7452.02 2.07 0.45 0.36 -0.13 1.00 -0.04 0.94 -0.03 -0.80 480.444
-0.68 995.35 4053.98 7452.02 2.33 0.17 0.25 -0.13 1.00 -0.04 0.94 -0.03 -0.80 481.046
-0.70 995.35 4053.98 7452.02 2.25 0.36 0.40 -0.13 1.00 -0.04 0.95 -0.03 -0.80 481.447
-0.16 995.29 4053.98 7452.02 2.63 0.27 0.29 -0.13 1.01 -0.04 0.94 -0.03 -0.80 482.043
-0.52 995.33 4053.98 7452.02 2.26 0.22 0.55 -0.13 1.00 -0.04 0.95 -0.03 -0.80 482.449
-0.64 995.34 4053.98 7452.02 0.23 0.38 0.41 -0.13 1.00 -0.04 0.94 -0.03 -0.80 483.046
-0.35 995.31 4053.98 7452.02 2.41 0.39 0.54 -0.13 1.00 -0.04 0.95 -0.02 -0.80 483.451
-0.20 995.29 4053.98 7452.02 2.47 0.42 0.58 -0.13 1.00 -0.04 0.94 -0.03 -0.80 484.005
-0.23 995.30 4053.99 7452.01 2.42 0.34 0.56 -0.13 1.00 -0.04 0.95 -0.03 -0.80 484.453
-0.34 995.31 4053.99 7452.01 2.57 0.11 0.53 -0.13 1.00 -0.04 0.94 -0.03 -0.80 485.037
-1.03 995.39 4053.99 7452.01 2.41 0.56 0.46 -0.13 1.00 -0.04 0.94 -0.03 -0.80 485.455
-0.87 995.37 4053.99 7452.01 2.44 0.24 0.55 -0.13 1.00 -0.04 0.95 -0.02 -0.80 486.018
-0.87 995.37 4053.99 7452.01 2.68 0.17 0.47 -0.13 1.01 -0.04 0.95 -0.03 -0.80 486.457
-0.71 995.35 4053.99 7452.01 2.35 0.30 0.49 -0.13 1.00 -0.04 0.94 -0.03 -0.80 487.001
-0.76 995.36 4053.99 7452.01 2.35 0.30 0.70 -0.12 1.00 -0.04 0.94 -0.03 -0.80 487.459
-0.86 995.37 4053.99 7452.01 2.35 0.31 0.70 -0.13 1.00 -0.04 0.95 -0.03 -0.79 488.003
-0.43 995.32 4053.99 7452.01 2.39 0.14 0.34 -0.13 1.00 -0.04 0.95 -0.03 -0.80 488.461
-0.39 995.31 4053.99 7452.01 2.47 0.24 0.41 -0.13 1.00 -0.04 0.94 -0.03 -0.80 489.02
-0.75 995.36 4053.99 7452.01 2.51 0.16 0.30 -0.12 1.00 -0.04 0.94 -0.03 -0.79 489.463
-0.72 995.35 4053.99 7452.01 2.53 0.24 0.48 -0.11 1.00 -0.04 0.94 -0.03 -0.81 490.019
-0.40 995.32 4053.99 7452.01 2.73 0.20 0.52 -0.12 1.01 -0.04 0.95 -0.03 -0.80 490.477
-0.64 995.34 4053.99 7452.01 2.52 0.25 0.49 -0.13 1.00 -0.04 0.94 -0.03 -0.80 491.018
-0.78 995.36 4053.99 7452.01 2.45 0.25 0.52 -0.13 1.01 -0.04 0.94 -0.03 -0.80 491.48
-0.85 995.37 4053.99 7452.01 2.46 0.53 0.32 -0.13 1.00 -0.04 0.95 -0.03 -0.81 492.049
-0.41 995.32 4053.99 7452.01 2.28 0.21 0.54 -0.13 1.01 -0.04 0.94 -0.03 -0.80 492.481
-0.47 995.32 4053.99 7452.01 2.40 0.34 0.41 -0.13 1.00 -0.04 0.95 -0.04 -0.81 493.027
-0.28 995.30 4053.99 7452.01 2.41 0.45 0.54 -0.13 1.00 -0.04 0.94 -0.03 -0.81 493.489
-0.53 995.33 4053.99 7452.01 2.46 0.21 0.43 -0.12 1.00 -0.04 0.95 -0.03 -0.80 494.03
-0.48 995.33 4053.99 7452.01 2.28 0.18 0.48 -0.12 1.00 -0.04 0.94 -0.03 -0.81 494.49
-0.69 995.35 4053.99 7452.01 2.39 0.26 0.49 -0.11 1.00 -0.04 0.95 -0.03 -0.81 495.034
-0.11 995.28 4053.99 7452.01 2.43 0.21 0.49 -0.13 1.01 -0.04 0.94 -0.03 -0.80 495.493
-0.41 995.32 4053.99 7452.01 2.41 0.49 0.38 -0.12 1.00 -0.04 0.94 -0.03 -0.81 496.03
-0.25 995.30 4053.99 7452.01 2.17 0.57 0.41 -0.12 1.01 -0.04 0.94 -0.03 -0.81 496.494
-0.76 995.36 4053.99 7452.01 2.32 0.45 0.44 -0.11 1.00 -0.04 0.94 -0.03 -0.80 497.056
-0.68 995.35 4053.99 7452.01 2.57 0.19 0.57 -0.12 1.01 -0.04 0.95 -0.03 -0.80 497.497
-0.54 995.33 4053.99 7452.01 2.57 0.55 0.53 -0.12 1.01 -0.04 0.95 -0.03 -0.80 498.056
-0.20 995.29 4053.99 7452.01 2.71 0.19 0.52 -0.12 1.00 -0.04 0.95 -0.03 -0.80 498.498
-0.17 995.29 4053.99 7452.01 2.32 0.39 0.31 -0.14 1.00 -0.04 0.94 -0.03 -0.81 499.037
-0.75 995.36 4053.99 7452.01 2.50 0.17 0.47 -0.12 1.00 -0.04 0.95 -0.03 -0.80 499.501
-0.56 995.34 4053.99 7452.01 2.41 0.24 0.39 -0.12 1.00 -0.04 0.95 -0.03 -0.80 500.055
-0.78 995.36 4053.99 7452.01 2.40 0.06 0.25 -0.12 1.00 -0.04 0.94 -0.03 -0.80 500.502
-0.13 995.28 4053.99 7452.01 2.65 0.22 0.31 -0.12 1.01 -0.04 0.95 -0.03 -0.80 501.059
-0.66 995.35 4053.99 7452.01 2.26 0.24 0.43 -0.12 1.00 -0.04 0.95 -0.03 -0.81 501.505
-0.52 995.33 4053.99 7452.01 2.35 0.25 0.45 -0.12 1.00 -0.04 0.95 -0.03 -0.80 502.057
-0.77 995.36 4053.99 7452.01 2.44 0.55 0.51 -0.12 1.00 -0.04 0.95 -0.04 -0.81 502.506
-0.79 995.36 4053.99 7452.01 4.45 0.63 0.20 -0.12 1.00 -0.04 0.95 -0.03 -0.80 503.068
-0.83 995.37 4053.99 7452.01 2.51 0.21 0.55 -0.12 1.00 -0.05 0.94 -0.03 -0.80 503.508
-0.36 995.31 4053.99 7452.01 2.68 0.35 0.26 -0.12 1.00 -0.04 0.94 -0.03 -0.80 504.064
-0.58 995.34 4053.99 7452.01 2.16 0.32 0.40 -0.12 1.01 -0.04 0.94 -0.03 -0.80 504.51
-0.54 995.33 4053.99 7452.01 2.78 0.45 0.48 -0.12 1.00 -0.04 0.95 -0.03 -0.81 505.043
-0.83 995.37 4053.99 7452.01 2.57 0.31 0.46 -0.12 1.01 -0.04 0.95 -0.03 -0.81 505.512
-0.24 995.30 4053.99 7452.01 2.40 0.38 0.47 -0.12 1.01 -0.04 0.95 -0.03 -0.81 506.07
-0.76 995.36 4053.99 7452.01 2.38 0.28 0.52 -0.12 1.00 -0.04 0.95 -0.03 -0.81 506.514
-0.49 995.33 4053.99 7452.01 2.25 0.28 0.45 -0.12 1.01 -0.04 0.95 -0.03 -0.80 507.046
-0.57 995.34 4053.99 7452.01 2.37 0.10 0.40 -0.12 1.00 -0.04 0.95 -0.03 -0.80 507.517
-0.50 995.33 4053.99 7452.01 2.49 0.11 0.60 -0.12 1.00 -0.04 0.95 -0.03 -0.80 508.055
-0.79 995.36 4053.99 7452.01 2.42 0.12 0.61 -0.12 1.01 -0.04 0.95 -0.03 -0.80 508.519
-0.85 995.37 4053.99 7452.01 2.38 0.23 0.40 -0.12 1.00 -0.04 0.94 -0.03 -0.80 509.047
-0.86 995.37 4053.99 7452.01 2.54 0.24 0.44 -0.12 1.01 -0.04 0.94 -0.03 -0.80 509.522
-0.35 995.31 4053.99 7452.01 2.35 0.14 0.59 -0.12 1.00 -0.04 0.94 -0.03 -0.80 510.066
-0.47 995.32 4053.99 7452.01 2.63 0.42 0.41 -0.12 1.00 -0.04 0.95 -0.03 -0.81 510.524
-0.45 995.32 4053.99 7452.01 2.35 0.25 0.47 -0.12 1.01 -0.04 0.95 -0.03 -0.80 511.062
-0.77 995.36 4053.99 7452.01 2.34 0.36 0.52 -0.12 1.01 -0.04 0.95 -0.03 -0.80 511.527
-0.76 995.36 4053.99 7452.01 2.59 0.34 0.25 -0.12 1.00 -0.04 0.94 -0.03 -0.80 512.065
-0.81 995.37 4053.99 7452.01 2.49 0.33 0.35 -0.12 1.01 -0.04 0.95 -0.03 -0.81 512.529
-0.85 995.37 4053.99 7452.01 2.59 0.24 0.48 -0.12 1.01 -0.04 0.95 -0.03 -0.80 513.08
-0.01 995.27 4053.99 7452.01 2.29 0.30 0.25 -0.12 1.00 -0.04 0.95 -0.03 -0.81 513.531
-0.48 995.33 4053.99 7452.01 2.29 0.30 0.44 -0.12 1.00 -0.04 0.95 -0.03 -0.81 514.066
-0.42 995.32 4053.99 7452.01 2.28 0.38 0.48 -0.12 1.01 -0.04 0.95 -0.03 -0.81 514.533
-0.89 995.37 4053.99 7452.01 0.21 0.31 0.40 -0.12 1.00 -0.04 0.95 -0.03 -0.80 515.058
-0.82 995.37 4053.99 7452.01 2.38 0.34 0.62 -0.12 1.01 -0.04 0.95 -0.04 -0.81 515.535
-0.34 995.31 4053.99 7452.01 2.49 0.11 0.58 -0.12 1.00 -0.04 0.95 -0.03 -0.80 516.066
-0.47 995.32 4053.99 7452.01 2.26 0.44 0.42 -0.12 1.01 -0.04 0.95 -0.04 -0.81 516.537
-0.41 995.32 4053.99 7452.01 2.42 0.28 0.31 -0.12 1.00 -0.04 0.95 -0.03 -0.81 517.057
-0.67 995.35 4053.99 7452.01 2.17 0.14 0.46 -0.12 1.01 -0.04 0.95 -0.03 -0.80 517.539
-0.23 995.30 4053.99 7452.01 2.43 0.45 0.40 -0.12 1.00 -0.04 0.95 -0.03 -0.81 518.093
-0.35 995.31 4053.99 7452.01 2.57 0.25 0.40 -0.12 1.01 -0.04 0.95 -0.04 -0.80 518.541
-0.78 995.36 4053.99 7452.01 2.35 0.20 0.30 -0.12 1.00 -0.04 0.95 -0.04 -0.81 519.095
-0.57 995.34 4053.99 7452.01 2.30 0.26 0.30 -0.12 1.00 -0.04 0.95 -0.03 -0.81 519.543
-0.55 995.33 4053.99 7452.01 2.31 0.56 0.49 -0.12 1.00 -0.04 0.95 -0.03 -0.80 520.075
-0.44 995.32 4053.99 7452.01 2.49 0.25 0.52 -0.12 1.00 -0.04 0.95 -0.03 -0.81 520.545
-0.73 995.35 4053.99 7452.01 2.46 0.38 0.52 -0.12 1.01 -0.04 0.95 -0.03 -0.80 521.093
-0.46 995.32 4053.99 7452.01 2.52 0.26 0.34 -0.12 1.00 -0.04 0.95 -0.03 -0.80 521.551
-0.12 995.28 4053.99 7452.01 2.31 0.15 0.40 -0.12 1.01 -0.04 0.95 -0.03 -0.81 522.099
-0.40 995.32 4053.99 7452.01 2.38 0.25 0.52 -0.12 1.00 -0.04 0.95 -0.03 -0.80 522.557
-0.86 995.37 4053.99 7452.01 2.49 0.31 0.47 -0.12 1.01 -0.04 0.95 -0.03 -0.81 523.102
-0.68 995.35 4053.99 7452.01 2.66 0.39 0.34 -0.11 1.01 -0.04 0.95 -0.03 -0.81 523.559
-0.56 995.33 4053.99 7452.01 2.44 0.42 0.59 -0.12 1.00 -0.04 0.95 -0.03 -0.80 524.113
-0.90 995.38 4053.99 7452.01 2.33 0.44 0.51 -0.12 1.00 -0.04 0.95 -0.02 -0.81 524.573
-0.30 995.30 4053.99 7452.01 2.62 0.17 0.17 -0.12 1.00 -0.04 0.95 -0.03 -0.80 525.119
-0.67 995.35 4053.99 7452.01 2.66 0.28 0.48 -0.12 1.00 -0.04 0.96 -0.03 -0.80 525.577
-0.59 995.34 4053.99 7452.01 2.42 0.36 0.41 -0.12 1.00 -0.04 0.95 -0.03 -0.80 526.085
-0.34 995.31 4053.99 7452.01 2.55 0.30 0.52 -0.12 1.01 -0.04 0.95 -0.03 -0.81 526.579
-0.47 995.32 4053.99 7452.01 2.09 0.31 0.53 -0.12 1.00 -0.04 0.95 -0.03 -0.81 527.114
-0.25 995.30 4053.99 7452.01 2.35 0.25 0.33 -0.12 1.00 -0.04 0.95 -0.03 -0.81 527.581
-1.54 995.45 4053.99 7452.01 2.52 0.27 0.53 -0.12 1.00 -0.04 0.95 -0.03 -0.80 528.082
-0.32 995.31 4053.99 7452.01 2.26 0.47 0.41 -0.12 1.01 -0.04 0.95 -0.03 -0.81 528.583
-0.77 995.36 4053.99 7452.01 2.64 0.32 0.34 -0.12 1.00 -0.04 0.95 -0.03 -0.81 529.084
-0.35 995.31 4053.99 7452.01 2.35 0.37 0.48 -0.11 1.00 -0.04 0.95 -0.03 -0.80 529.586
-0.57 995.34 4053.99 7452.01 2.34 0.18 0.45 -0.12 1.01 -0.04 0.95 -0.03 -0.79 530.087
-0.46 995.32 4053.99 7452.01 2.40 0.29 0.37 -0.12 1.01 -0.04 0.95 -0.03 -0.81 530.588
-0.32 995.31 4053.99 7452.01 2.38 0.36 0.60 -0.11 1.00 -0.04 0.95 -0.03 -0.80 531.089
-0.54 995.33 4053.99 7452.01 2.68 0.55 0.55 -0.12 1.01 -0.04 0.96 -0.03 -0.81 531.591
-1.01 995.39 4053.99 7452.01 2.23 0.13 0.68 -0.11 1.01 -0.04 0.95 -0.03 -0.81 532.091
-0.66 995.35 4053.99 7452.01 2.38 0.37 0.30 -0.11 1.01 -0.04 0.95 -0.03 -0.80 532.592
-0.23 995.30 4053.99 7452.01 2.31 0.22 0.55 -0.12 1.00 -0.04 0.95 -0.03 -0.80 533.093
-0.72 995.35 4053.99 7452.01 0.06 0.36 0.55 -0.12 1.00 -0.04 0.95 -0.04 -0.80 533.595
-0.77 995.36 4053.99 7452.01 2.35 0.24 0.56 -0.11 1.00 -0.04 0.96 -0.03 -0.80 534.127
-0.48 995.33 4053.99 7452.01 2.45 0.17 0.65 -0.12 1.01 -0.04 0.95 -0.03 -0.80 534.596
-0.42 995.32 4053.99 7452.01 2.18 0.31 0.37 -0.11 1.01 -0.04 0.95 -0.03 -0.80 535.097
-0.43 995.32 4053.99 7452.01 2.31 0.29 0.48 -0.12 1.01 -0.04 0.95 -0.03 -0.80 535.599
-0.29 995.30 4053.99 7452.01 2.28 0.14 0.35 -0.11 1.00 -0.04 0.95 -0.03 -0.81 536.099
-0.55 995.33 4053.99 7452.01 2.39 0.12 0.38 -0.12 1.01 -0.04 0.95 -0.03 -0.81 536.6
-1.02 995.39 4053.99 7452.01 2.37 0.24 0.40 -0.11 1.00 -0.04 0.95 -0.03 -0.80 537.101
-0.46 995.32 4053.99 7452.01 2.52 0.42 0.41 -0.12 1.00 -0.04 0.95 -0.03 -0.80 537.603
-0.68 995.35 4053.99 7452.01 2.09 0.25 0.33 -0.11 1.00 -0.05 0.95 -0.04 -0.80 538.103
-0.68 995.35 4053.99 7452.01 2.39 0.23 0.37 -0.11 1.01 -0.04 0.95 -0.03 -0.80 538.604
-0.26 995.30 4053.99 7452.01 2.42 0.50 0.55 -0.10 1.01 -0.04 0.95 -0.03 -0.81 539.124
-0.56 995.34 4053.99 7452.01 2.62 0.16 0.53 -0.11 1.00 -0.04 0.95 -0.03 -0.81 539.607
-0.40 995.32 4053.99 7452.01 2.53 0.41 0.41 -0.11 1.00 -0.04 0.95 -0.03 -0.80 540.131
-0.27 995.30 4053.99 7452.01 2.53 0.16 0.35 -0.11 1.01 -0.04 0.95 -0.03 -0.81 540.608
-0.35 995.31 4053.99 7452.01 2.44 0.23 0.40 -0.11 1.01 -0.04 0.95 -0.03 -0.81 541.109
-0.78 995.36 4053.99 7452.01 2.25 0.27 0.39 -0.11 1.00 -0.04 0.95 -0.03 -0.81 541.611
-0.72 995.35 4053.99 7452.01 2.53 0.45 0.36 -0.12 1.00 -0.05 0.95 -0.03 -0.80 542.111
-0.45 995.32 4053.99 7452.01 2.35 0.11 0.45 -0.11 1.00 -0.04 0.95 -0.03 -0.80 542.612
-0.36 995.31 4053.99 7452.01 2.00 0.36 0.56 -0.12 1.01 -0.05 0.95 -0.03 -0.80 543.113
-0.77 995.36 4053.99 7452.01 2.25 0.17 0.46 -0.11 1.00 -0.04 0.95 -0.03 -0.81 543.614
-0.03 995.27 4053.99 7452.01 2.63 0.24 0.44 -0.12 1.00 -0.04 0.96 -0.03 -0.81 544.115
-0.66 995.35 4053.99 7452.01 2.24 0.17 0.64 -0.12 1.00 -0.04 0.95 -0.03 -0.81 544.616
-0.44 995.32 4053.99 7452.01 0.00 0.13 0.52 -0.12 1.01 -0.04 0.95 -0.03 -0.79 545.145
-0.49 995.33 4053.99 7452.01 2.69 0.46 0.70 -0.11 1.00 -0.04 0.96 -0.04 -0.80 545.618
-0.46 995.32 4053.99 7452.01 2.31 0.38 0.52 -0.11 1.01 -0.04 0.95 -0.03 -0.81 546.135
-0.51 995.33 4053.99 7452.01 2.42 0.16 0.35 -0.11 1.01 -0.04 0.96 -0.03 -0.81 546.62
-0.17 995.29 4053.99 7452.01 2.49 0.41 0.74 -0.12 1.01 -0.05 0.95 -0.02 -0.80 547.13
-0.87 995.37 4053.99 7452.01 2.55 0.15 0.17 -0.11 1.01 -0.04 0.95 -0.03 -0.80 547.623
-0.29 995.30 4053.99 7452.01 2.59 0.35 0.56 -0.11 1.01 -0.04 0.95 -0.03 -0.79 548.13
-0.32 995.31 4053.99 7452.01 2.52 0.28 0.31 -0.11 1.00 -0.04 0.95 -0.03 -0.80 548.625
-0.57 995.34 4053.99 7452.01 2.50 0.45 0.42 -0.11 1.00 -0.04 0.95 -0.03 -0.80 549.15
-0.06 995.28 4053.99 7452.01 2.38 0.33 0.52 -0.11 1.01 -0.04 0.95 -0.03 -0.80 549.627
-0.20 995.29 4053.99 7452.01 2.33 0.28 0.54 -0.11 1.01 -0.04 0.95 -0.03 -0.80 550.15
-0.64 995.34 4053.99 7452.01 2.38 0.45 0.30 -0.12 1.01 -0.04 0.95 -0.03 -0.80 550.629
-0.72 995.35 4053.99 7452.01 2.43 0.25 0.33 -0.11 1.01 -0.04 0.95 -0.03 -0.80 551.131
-0.52 995.33 4053.99 7452.01 1.96 0.32 0.44 -0.11 1.01 -0.04 0.95 -0.03 -0.80 551.631
-0.64 995.34 4053.99 7452.01 2.36 0.54 0.57 -0.11 1.00 -0.04 0.95 -0.03 -0.80 552.132
-0.97 995.38 4053.99 7452.01 2.52 0.32 0.42 -0.11 1.00 -0.04 0.95 -0.03 -0.80 552.633
