alt barom GPS_La GPS_Lo Gx Gy Gz Ax Ay Az Mx My Mz t
2.10 995.02 4054.01 7452.06 27.45 15.43 -2.91 -0.15 0.78 0.67 0.94 0.27 -0.63 802.67
1.54 995.09 4054.01 7452.06 -33.34 -17.00 18.03 -0.28 0.85 0.48 0.95 0.27 -0.62 803.218
2.10 995.02 4054.01 7452.06 -9.06 -5.28 5.59 -0.28 0.86 0.46 0.94 0.24 -0.66 803.672
1.88 995.05 4054.01 7452.06 12.61 16.63 -6.40 -0.25 0.83 0.43 0.94 0.24 -0.66 804.235
1.25 995.12 4054.01 7452.06 -0.54 10.97 -31.56 -0.20 0.89 0.45 0.94 0.22 -0.68 804.675
1.57 995.08 4054.01 7452.06 10.52 30.20 -30.60 -0.20 0.87 0.5 0.92 0.16 -0.70 805.237
1.20 995.13 4054.01 7452.06 1.14 7.65 -26.11 0.05 0.94 0.39 0.92 0.11 -0.74 805.675
1.06 995.14 4054.01 7452.06 15.80 19.35 -16.13 -0.13 0.85 0.41 0.91 0.09 -0.74 806.233
1.51 995.09 4054.01 7452.06 -20.98 0.46 -17.99 0.11 1.11 0.07 0.93 0.04 -0.78 806.691
1.84 995.05 4054.01 7452.06 -33.24 -38.01 13.95 -0.01 1.04 0.61 0.93 0.08 -0.76 807.203
1.36 995.11 4054.01 7452.06 -7.73 6.78 15.78 -0.13 0.91 0.6 0.92 0.07 -0.77 807.692
1.40 995.10 4054.01 7452.06 28.68 -14.47 -4.46 0.01 0.58 0.52 0.94 0.11 -0.76 808.248
1.35 995.11 4054.01 7452.06 3.57 6.22 -10.60 -0.01 0.74 0.33 0.92 0.10 -0.76 808.706
1.59 995.08 4054.01 7452.06 37.00 42.84 -38.18 -0.05 0.80 0.46 0.94 0.06 -0.78 809.211
1.42 995.10 4054.01 7452.06 -25.99 -37.45 -13.58 -0.23 0.75 0.5 0.90 0.06 -0.75 809.711
2.18 995.01 4054.01 7452.06 -9.40 33.95 4.81 -0.04 1.16 0.34 0.94 0.04 -0.78 810.23
1.68 995.07 4054.01 7452.06 -13.65 -28.95 22.78 0.12 1.01 1.01 0.94 0.12 -0.75 810.712
1.22 995.13 4054.01 7452.06 7.89 30.79 -2.10 -0.14 0.82 0.59 0.92 0.06 -0.76 811.21
1.85 995.05 4054.01 7452.06 1.07 -25.85 -7.98 -0.02 0.59 0.42 0.95 0.06 -0.78 811.712
1.59 995.08 4054.01 7452.06 -1.00 11.22 20.53 -0.10 0.80 0.26 0.90 0.03 -0.77 812.213
1.50 995.09 4054.01 7452.06 36.68 47.44 -34.69 -0.05 0.78 0.48 0.96 0.04 -0.79 812.716
1.69 995.07 4054.01 7452.06 -50.21 -64.03 -4.98 -0.18 0.81 0.29 0.95 0.03 -0.78 813.218
1.69 995.07 4054.01 7452.06 -8.96 21.15 1.05 0.09 1.26 0.3 0.97 -0.01 -0.81 813.715
1.43 995.10 4054.01 7452.07 -24.13 -40.36 31.72 -0.09 1.14 0.7 0.94 -0.01 -0.79 814.229
1.29 995.12 4054.01 7452.07 -4.35 -2.65 11.03 -0.01 1.08 0.54 0.97 -0.01 -0.81 814.721
2.03 995.03 4054.01 7452.07 24.03 -16.87 -3.30 -0.04 0.75 0.47 0.97 0.03 -0.81 815.251
2.16 995.01 4054.01 7452.07 16.51 2.03 -5.48 -0.10 0.75 0.34 0.95 -0.02 -0.80 815.721
1.42 995.10 4054.01 7452.07 7.49 -19.83 -11.46 -0.01 0.75 0.41 0.97 -0.00 -0.80 816.237
1.45 995.10 4054.01 7452.07 -1.01 4.32 -8.24 -0.35 0.83 0.32 0.86 -0.03 -0.75 816.724
1.59 995.08 4054.01 7452.07 -19.76 -27.44 -33.17 -0.12 1.17 0.06 0.90 -0.04 -0.77 817.229
1.89 995.05 4054.01 7452.07 -20.96 2.86 39.06 -0.26 1.23 0.62 0.89 -0.03 -0.77 817.727
1.20 995.13 4054.01 7452.07 -26.06 -26.14 19.63 -0.12 1.10 0.57 0.91 0.02 -0.78 818.23
1.74 995.06 4054.01 7452.07 20.44 -17.12 -15.72 -0.12 0.56 0.56 0.92 0.05 -0.76 818.732
1.77 995.06 4054.01 7452.07 -0.18 0.42 2.48 -0.11 0.72 0.32 0.91 0.02 -0.77 819.228
1.29 995.12 4054.01 7452.07 33.26 12.87 -31.47 -0.08 0.99 0.31 0.94 -0.07 -0.80 819.733
1.46 995.10 4054.01 7452.07 -6.75 -19.56 -4.18 -0.21 0.81 0.44 0.91 -0.02 -0.78 820.268
1.46 995.10 4054.01 7452.07 -14.39 32.73 -3.54 0.16 1.27 0.14 0.95 -0.01 -0.80 820.734
1.63 995.08 4054.01 7452.07 -27.63 -36.44 32.32 -0.17 0.96 0.99 0.92 0.04 -0.78 821.267
1.82 995.05 4054.01 7452.07 1.46 17.07 4.16 -0.11 0.98 0.53 0.91 -0.00 -0.78 821.734
1.79 995.06 4054.01 7452.07 47.76 2.42 -12.18 -0.08 0.55 0.5 0.94 0.05 -0.78 822.237
1.75 995.06 4054.01 7452.07 14.82 9.51 -11.16 -0.10 0.75 0.34 0.92 -0.00 -0.78 822.738
1.42 995.10 4054.01 7452.07 34.72 -15.14 -27.26 -0.16 0.71 0.38 0.94 0.00 -0.79 823.27
1.70 995.07 4054.01 7452.07 -26.60 1.93 0.46 -0.11 0.90 0.55 0.90 0.03 -0.76 823.738
1.12 995.14 4054.01 7452.07 -40.97 -29.96 -22.25 0.01 1.01 0.14 0.93 -0.02 -0.79 824.279
1.68 995.07 4054.01 7452.07 -0.17 -16.16 34.44 -0.20 0.97 0.86 0.91 0.04 -0.77 824.742
1.52 995.09 4054.01 7452.07 -0.81 4.50 4.36 -0.20 0.93 0.67 0.93 0.05 -0.77 825.28
1.43 995.10 4054.01 7452.07 56.17 -7.52 -24.85 -0.15 0.57 0.57 0.93 0.09 -0.74 825.744
1.78 995.06 4054.01 7452.08 7.47 19.94 22.71 -0.07 0.53 0.68 0.94 0.18 -0.70 826.269
1.95 995.04 4054.01 7452.08 -16.69 3.37 16.04 0.11 0.58 0.79 1.01 0.21 -0.70 826.744
2.22 995.01 4054.01 7452.08 -25.24 -21.59 25.23 0.12 0.81 0.69 1.00 0.12 -0.76 827.271
1.71 995.07 4054.01 7452.08 9.12 4.62 0.11 0.15 0.75 0.67 0.99 0.15 -0.74 827.743
1.91 995.04 4054.01 7452.08 -36.24 9.74 -25.94 -0.11 0.78 0.61 0.96 0.09 -0.77 828.25
2.27 995.00 4054.01 7452.08 25.05 24.83 -37.95 0.03 1.00 0.43 1.04 -0.03 -0.82 828.75
1.76 995.06 4054.01 7452.08 -6.84 9.64 2.55 0.06 0.83 0.57 1.10 -0.01 -0.83 829.264
2.40 994.99 4054.01 7452.08 20.68 91.36 62.55 0.37 0.65 0.4 1.17 -0.02 -0.83 829.751
2.06 995.03 4054.01 7452.08 14.03 -94.27 38.05 0.36 1.07 0.01 1.15 -0.15 -0.85 830.254
1.59 995.08 4054.01 7452.08 -16.70 -73.48 -3.15 -0.21 1.02 -0.08 0.89 -0.17 -0.76 830.755
1.20 995.13 4054.01 7452.08 7.31 -43.22 -15.15 -0.60 0.88 -0.17 0.80 -0.12 -0.62 831.255
0.95 995.16 4054.01 7452.08 -4.81 -16.12 -11.53 -0.81 0.59 -0.06 0.73 -0.11 -0.49 831.757
1.30 995.12 4054.01 7452.08 -0.23 -48.97 4.36 -1.02 0.26 -0.08 0.72 -0.13 -0.33 832.257
1.22 995.13 4054.01 7452.08 4.62 24.89 0.14 -0.97 0.25 -0.08 0.72 -0.13 -0.33 832.755
0.91 995.16 4054.01 7452.08 1.49 -12.78 0.81 -0.98 0.28 -0.09 0.72 -0.13 -0.34 833.257
1.43 995.10 4054.01 7452.08 2.98 3.88 0.41 -0.99 0.26 -0.09 0.72 -0.13 -0.33 833.756
1.08 995.14 4054.01 7452.08 2.36 0.14 0.60 -0.98 0.28 -0.09 0.72 -0.12 -0.33 834.257
1.03 995.15 4054.01 7452.08 2.41 -1.29 0.53 -0.99 0.27 -0.09 0.72 -0.12 -0.33 834.759
1.17 995.13 4054.01 7452.08 2.60 -1.10 0.44 -0.99 0.24 -0.09 0.72 -0.13 -0.32 835.26
1.11 995.14 4054.01 7452.08 2.58 0.82 0.23 -0.99 0.24 -0.09 0.72 -0.13 -0.32 835.761
1.59 995.08 4054.01 7452.08 2.15 -1.33 0.39 -0.99 0.25 -0.08 0.73 -0.13 -0.32 836.263
0.91 995.16 4054.01 7452.08 2.41 -0.07 0.43 -0.99 0.24 -0.09 0.73 -0.13 -0.33 836.764
1.08 995.14 4054.01 7452.08 2.50 0.70 0.62 -0.98 0.24 -0.09 0.72 -0.13 -0.32 837.264
1.08 995.14 4054.01 7452.08 2.56 1.25 0.60 -0.99 0.23 -0.09 0.73 -0.13 -0.33 837.766
1.56 995.09 4054.01 7452.08 2.79 1.69 0.55 -1.01 0.39 -0.08 0.72 -0.13 -0.32 838.266
1.85 995.05 4054.01 7452.08 2.66 1.78 0.37 -1.00 0.24 -0.08 0.72 -0.13 -0.32 838.767
1.35 995.11 4054.01 7452.08 2.43 0.59 0.50 -0.99 0.24 -0.09 0.72 -0.13 -0.33 839.268
1.46 995.10 4054.01 7452.08 2.38 0.15 0.64 -0.99 0.24 -0.08 0.72 -0.13 -0.32 839.77
0.62 995.20 4054.01 7452.08 2.42 -0.89 0.41 -0.99 0.24 -0.08 0.72 -0.13 -0.32 840.271
1.43 995.10 4054.01 7452.08 2.57 2.15 0.48 -1.00 0.25 -0.08 0.72 -0.13 -0.32 840.771
1.20 995.13 4054.01 7452.08 2.52 0.77 0.52 -0.97 0.24 -0.09 0.72 -0.13 -0.33 841.272
1.60 995.08 4054.01 7452.08 2.54 0.92 0.63 -1.00 0.25 -0.08 0.72 -0.13 -0.32 841.774
1.09 995.14 4054.01 7452.08 2.37 0.30 0.38 -0.99 0.24 -0.08 0.72 -0.13 -0.32 842.274
1.51 995.09 4054.01 7452.08 2.14 -0.17 0.27 -0.99 0.24 -0.09 0.72 -0.13 -0.32 842.776
1.91 995.04 4054.01 7452.08 2.58 0.46 0.57 -1.00 0.23 -0.1 0.72 -0.13 -0.33 843.276
1.33 995.11 4054.01 7452.08 2.54 0.13 0.45 -0.98 0.24 -0.09 0.72 -0.13 -0.32 843.778
1.61 995.08 4054.01 7452.08 2.38 0.11 0.47 -0.99 0.24 -0.09 0.72 -0.13 -0.32 844.278
0.86 995.17 4054.01 7452.08 2.38 0.26 0.55 -0.99 0.24 -0.09 0.72 -0.13 -0.33 844.779
0.82 995.17 4054.01 7452.08 2.56 0.60 0.44 -0.99 0.24 -0.09 0.72 -0.12 -0.33 845.28
1.40 995.10 4054.01 7452.08 2.56 0.72 0.25 -0.98 0.24 -0.09 0.72 -0.13 -0.33 845.782
1.66 995.07 4054.01 7452.08 2.74 -0.23 0.43 -0.99 0.24 -0.08 0.72 -0.13 -0.32 846.283
1.55 995.09 4054.01 7452.08 2.52 0.36 0.50 -0.97 0.24 -0.09 0.72 -0.13 -0.33 846.783
1.48 995.09 4054.01 7452.08 2.55 1.92 0.46 -1.00 0.24 -0.1 0.73 -0.12 -0.33 847.284
1.11 995.14 4054.01 7452.08 2.47 0.43 0.60 -1.00 0.24 -0.09 0.73 -0.13 -0.33 847.785
1.59 995.08 4054.01 7452.08 2.62 0.97 0.64 -0.99 0.24 -0.1 0.72 -0.13 -0.33 848.296
1.62 995.08 4054.01 7452.08 2.30 1.16 0.25 -0.99 0.23 -0.1 0.72 -0.13 -0.32 848.787
2.02 995.03 4054.01 7452.08 2.56 0.45 0.60 -0.99 0.24 -0.09 0.72 -0.13 -0.33 849.288
1.18 995.13 4054.01 7452.08 2.70 0.63 0.31 -0.99 0.24 -0.08 0.72 -0.13 -0.33 849.789
1.78 995.06 4054.01 7452.08 2.76 -0.08 0.45 -0.98 0.24 -0.08 0.72 -0.13 -0.33 850.292
1.09 995.14 4054.01 7452.08 2.58 0.49 0.49 -0.99 0.25 -0.09 0.72 -0.13 -0.32 850.791
1.65 995.08 4054.01 7452.08 2.57 0.81 0.25 -1.01 0.25 -0.1 0.72 -0.13 -0.32 851.292
1.45 995.10 4054.01 7452.08 2.40 0.69 0.45 -0.99 0.24 -0.09 0.72 -0.13 -0.33 851.793
1.23 995.12 4054.01 7452.08 2.81 1.25 0.37 -0.99 0.24 -0.09 0.72 -0.13 -0.33 852.294
1.31 995.11 4054.01 7452.08 2.19 -1.01 0.77 -0.99 0.24 -0.08 0.72 -0.13 -0.33 852.796
1.33 995.11 4054.01 7452.08 2.29 -0.60 0.37 -0.99 0.25 -0.09 0.72 -0.13 -0.32 853.298
1.21 995.13 4054.01 7452.08 2.49 -0.83 0.29 -0.99 0.24 -0.09 0.72 -0.13 -0.33 853.799
1.65 995.08 4054.01 7452.08 2.42 0.77 0.48 -0.98 0.25 -0.08 0.72 -0.13 -0.33 854.299
1.23 995.13 4054.01 7452.08 2.37 1.12 0.53 -1.00 0.24 -0.09 0.72 -0.13 -0.32 854.8
1.32 995.11 4054.01 7452.08 2.18 -0.74 0.43 -0.99 0.24 -0.08 0.72 -0.13 -0.32 855.303
1.23 995.13 4054.01 7452.08 2.48 -0.39 0.26 -1.00 0.24 -0.08 0.71 -0.13 -0.32 855.803
1.20 995.13 4054.01 7452.08 2.58 0.13 0.37 -0.98 0.24 -0.08 0.72 -0.13 -0.32 856.303
0.83 995.17 4054.01 7452.08 2.29 0.53 0.41 -1.00 0.24 -0.1 0.72 -0.13 -0.33 856.804
1.09 995.14 4054.01 7452.08 2.76 0.87 0.38 -0.99 0.24 -0.1 0.72 -0.13 -0.33 857.306
0.98 995.15 4054.01 7452.08 2.04 0.31 0.57 -0.99 0.24 -0.09 0.71 -0.13 -0.32 857.806
1.33 995.11 4054.01 7452.08 2.56 0.90 0.29 -0.98 0.24 -0.08 0.72 -0.13 -0.33 858.307
1.80 995.06 4054.01 7452.08 2.48 0.52 0.38 -0.97 0.24 -0.09 0.72 -0.13 -0.33 858.808
1.45 995.10 4054.01 7452.08 2.44 1.11 0.24 -0.99 0.24 -0.09 0.72 -0.13 -0.32 859.31
0.76 995.18 4054.01 7452.08 2.51 0.81 0.52 -0.99 0.24 -0.08 0.72 -0.13 -0.33 859.81
1.03 995.15 4054.01 7452.08 2.51 0.10 0.15 -0.97 0.23 -0.09 0.72 -0.13 -0.32 860.311
1.46 995.10 4054.01 7452.08 2.62 0.11 0.42 -1.00 0.25 -0.09 0.72 -0.13 -0.32 860.812
1.77 995.06 4054.01 7452.08 2.57 0.37 0.43 -0.99 0.24 -0.1 0.72 -0.12 -0.32 861.314
1.58 995.08 4054.01 7452.08 2.44 0.12 0.49 -0.99 0.24 -0.09 0.72 -0.13 -0.33 861.814
1.46 995.10 4054.01 7452.08 2.50 1.26 0.29 -0.99 0.24 -0.09 0.72 -0.13 -0.32 862.315
1.72 995.07 4054.01 7452.08 2.64 1.42 0.67 -0.99 0.24 -0.09 0.72 -0.13 -0.33 862.816
1.87 995.05 4054.01 7452.08 2.67 0.93 0.22 -0.99 0.24 -0.08 0.72 -0.13 -0.32 863.318
1.92 995.04 4054.01 7452.08 2.37 1.35 0.38 -0.99 0.24 -0.09 0.72 -0.12 -0.32 863.818
1.34 995.11 4054.01 7452.08 2.39 0.50 0.27 -0.99 0.24 -0.09 0.71 -0.13 -0.32 864.319
1.05 995.15 4054.01 7452.08 2.42 -0.14 0.52 -0.99 0.24 -0.09 0.72 -0.13 -0.32 864.821
1.46 995.10 4054.01 7452.08 2.23 0.25 0.53 -0.99 0.24 -0.08 0.72 -0.13 -0.33 865.321
1.09 995.14 4054.01 7452.08 2.42 0.09 0.38 -0.99 0.24 -0.09 0.71 -0.13 -0.33 865.822
1.77 995.06 4054.01 7452.08 2.63 -0.24 0.55 -0.99 0.24 -0.09 0.72 -0.13 -0.33 866.324
1.29 995.12 4054.01 7452.08 2.33 1.32 0.28 -0.99 0.24 -0.08 0.72 -0.13 -0.32 866.824
