alt barom GPS_La GPS_Lo Gx Gy Gz Ax Ay Az Mx My Mz t
-21.49 981.82 0 0 2.63 0.23 0.30 -0.04 -0.02 1.01 0.84 0.36 -0.56 0.5
-20.60 981.72 0 0 3.16 0.60 0.14 -0.05 -0.02 1.01 0.84 0.36 -0.56 1.0
-20.74 981.73 0 0 3.17 0.22 0.19 -0.04 -0.02 1.01 0.84 0.37 -0.56 1.5
-20.54 981.71 0 0 3.02 0.50 0.11 -0.05 -0.02 1.01 0.84 0.36 -0.56 2.0
-20.68 981.72 0 0 2.81 0.20 0.30 -0.05 -0.02 1.01 0.84 0.36 -0.55 2.5
-20.51 981.71 0 0 2.81 0.28 0.23 -0.04 -0.02 1.01 0.84 0.37 -0.56 3.0
-20.65 981.72 0 0 2.77 0.35 0.21 -0.04 -0.02 1.01 0.84 0.36 -0.55 3.5
-20.97 981.76 0 0 2.65 0.38 0.25 -0.05 -0.03 1.01 0.84 0.37 -0.56 4.0
-20.97 981.76 0 0 2.70 0.38 0.40 -0.04 -0.02 1.01 0.84 0.36 -0.55 4.5
-20.72 981.73 0 0 3.13 0.59 0.06 -0.05 -0.02 1.01 0.84 0.37 -0.55 5.0
-20.88 981.75 0 0 3.06 0.14 0.17 -0.06 -0.03 1.01 0.84 0.36 -0.55 5.5
-20.42 981.70 0 0 2.61 0.07 0.45 -0.05 -0.02 1.01 0.84 0.37 -0.56 6.0
-20.78 981.74 0 0 2.81 0.19 0.08 -0.04 -0.02 1.01 0.84 0.36 -0.56 6.5
-20.17 981.67 0 0 2.87 0.62 0.17 -0.05 -0.02 1.01 0.84 0.37 -0.55 7.0
-20.48 981.70 0 0 2.89 0.36 0.20 -0.05 -0.03 1.01 0.84 0.37 -0.56 7.5
-20.30 981.68 0 0 3.15 0.05 0.21 -0.05 -0.03 1.01 0.84 0.37 -0.56 8.0
-20.76 981.73 0 0 2.90 0.17 0.31 -0.05 -0.03 1.01 0.84 0.37 -0.56 8.5
-20.73 981.73 0 0 2.98 0.39 0.11 -0.04 -0.02 1.01 0.84 0.37 -0.56 9.0
-20.38 981.69 0 0 2.83 0.41 0.15 -0.05 -0.03 1.01 0.84 0.36 -0.55 9.5
-20.89 981.75 0 0 2.82 0.35 0.23 -0.05 -0.02 1.01 0.84 0.37 -0.56 10.0
-20.43 981.70 0 0 2.67 -0.26 0.34 -0.05 -0.03 1.01 0.84 0.36 -0.56 10.5
-20.38 981.69 0 0 3.02 0.57 0.19 -0.05 -0.02 1.01 0.84 0.37 -0.56 11.0
-20.55 981.71 0 0 2.84 0.26 0.19 -0.05 -0.03 1.01 0.84 0.36 -0.56 11.5
-20.29 981.68 0 0 2.92 0.11 0.22 -0.05 -0.02 1.01 0.84 0.36 -0.56 12.0
-20.45 981.70 0 0 2.91 0.38 0.34 -0.04 -0.02 1.01 0.84 0.37 -0.55 12.5
-20.26 981.68 0 0 2.84 0.45 0.17 -0.05 -0.02 1.01 0.84 0.36 -0.55 13.0
-20.36 981.69 0 0 2.67 0.04 0.31 -0.06 -0.02 1.01 0.84 0.37 -0.56 13.5
-20.69 981.73 0 0 2.93 0.35 0.52 -0.05 -0.03 1.01 0.84 0.37 -0.55 14.0
-20.72 981.73 0 0 2.95 0.45 0.38 -0.04 -0.03 1.01 0.84 0.37 -0.56 14.5
-20.22 981.67 0 0 2.93 0.65 0.13 -0.06 -0.03 1.01 0.84 0.36 -0.56 15.0
-20.55 981.71 0 0 2.82 0.09 0.31 -0.05 -0.02 1.01 0.84 0.37 -0.56 15.5
-20.22 981.67 0 0 2.84 0.22 0.42 -0.05 -0.04 1.01 0.84 0.37 -0.55 16.0
-20.20 981.67 0 0 3.02 0.03 0.20 -0.04 -0.02 1.01 0.84 0.36 -0.56 16.5
-20.81 981.74 0 0 2.95 0.34 0.13 -0.05 -0.03 1.01 0.84 0.37 -0.55 17.0
-20.63 981.72 0 0 3.16 0.78 0.39 -0.05 -0.02 1.01 0.84 0.37 -0.55 17.5
-20.66 981.72 0 0 3.10 0.30 0.13 -0.05 -0.02 1.01 0.84 0.37 -0.55 18.0
-20.80 981.74 0 0 2.95 0.67 0.31 -0.06 -0.02 1.01 0.84 0.36 -0.55 18.5
-20.31 981.68 0 0 2.57 -0.05 0.50 -0.05 -0.02 1.01 0.84 0.37 -0.55 19.0
-20.21 981.67 0 0 3.13 0.50 0.27 -0.04 -0.02 1.01 0.84 0.37 -0.56 19.5
-20.40 981.69 0 0 3.10 0.57 -0.15 -0.04 -0.03 1.01 0.83 0.37 -0.56 20.0
-20.79 981.74 0 0 2.81 0.44 0.36 -0.06 -0.03 1.01 0.84 0.37 -0.55 20.5
-21.07 981.77 0 0 2.72 -0.14 0.51 -0.04 -0.03 1.01 0.84 0.38 -0.55 21.0
-20.70 981.73 0 0 2.63 0.20 0.12 -0.04 -0.02 1.01 0.84 0.37 -0.55 21.5
-20.74 981.73 0 0 3.23 1.17 -0.06 -0.06 -0.03 1.01 0.83 0.37 -0.56 22.0
-20.60 981.72 0 0 2.70 0.03 0.29 -0.05 -0.03 1.01 0.84 0.37 -0.55 22.5
-20.15 981.66 0 0 3.12 0.50 0.26 -0.05 -0.03 1.01 0.84 0.37 -0.55 23.0
-20.35 981.69 0 0 2.78 0.57 0.14 -0.04 -0.03 1.01 0.84 0.37 -0.56 23.5
-20.69 981.73 0 0 2.87 0.03 0.40 -0.06 -0.02 1.01 0.84 0.37 -0.55 24.0
-20.96 981.76 0 0 2.69 0.67 0.30 -0.05 -0.02 1.01 0.84 0.37 -0.55 24.5
-20.60 981.72 0 0 2.75 -0.02 0.25 -0.04 -0.02 1.01 0.84 0.38 -0.56 25.0
-20.48 981.70 0 0 2.87 0.45 0.31 -0.05 -0.02 1.01 0.84 0.37 -0.55 25.5
-20.47 981.70 0 0 2.87 0.81 0.11 -0.04 -0.03 1.01 0.84 0.37 -0.55 26.0
-20.10 981.66 0 0 2.90 -0.04 0.43 -0.05 -0.03 1.01 0.83 0.37 -0.55 26.5
-20.48 981.70 0 0 3.14 0.77 0.11 -0.04 -0.02 1.01 0.84 0.37 -0.55 27.0
-20.23 981.67 0 0 2.73 0.38 0.26 -0.04 -0.02 1.01 0.84 0.37 -0.55 27.5
-20.13 981.66 0 0 2.79 0.31 0.38 -0.05 -0.03 1.01 0.84 0.37 -0.56 28.0
-20.52 981.71 0 0 2.98 0.25 0.63 -0.04 -0.01 1.01 0.84 0.37 -0.55 28.5
-20.16 981.66 0 0 2.98 0.67 0.03 -0.05 -0.02 1.01 0.84 0.37 -0.56 29.0
-20.56 981.71 0 0 2.78 0.42 0.18 -0.05 -0.02 1.01 0.83 0.37 -0.55 29.5
-20.29 981.68 0 0 2.91 0.12 0.34 -0.05 -0.02 1.01 0.84 0.37 -0.55 30.0
-19.50 981.59 0 0 3.04 0.67 0.24 -0.04 -0.02 1.01 0.84 0.37 -0.55 30.5
-19.62 981.60 0 0 2.82 0.57 0.41 -0.04 -0.02 1.01 0.84 0.36 -0.55 31.0
-20.14 981.66 0 0 2.72 -0.11 0.40 -0.04 -0.02 1.01 0.84 0.37 -0.55 31.5
-20.18 981.67 0 0 2.91 -0.60 0.36 -0.05 -0.02 1.0 0.84 0.37 -0.55 32.0
-20.59 981.72 0 0 3.10 1.47 0.38 -0.03 -0.03 1.01 0.83 0.37 -0.55 32.5
-20.21 981.67 0 0 2.98 0.14 0.16 0.00 -0.03 1.04 0.84 0.37 -0.55 33.0
-7.83 980.23 0 0 -21.30 -138.57 11.22 -0.49 -0.03 2.0 0.87 0.37 -0.58 33.5
64.39 971.87 0 0 -15.74 -286.72 64.20 -0.14 -0.00 2.0 0.80 0.38 -0.41 34.0
138.80 963.32 0 0 -33.31 257.54 23.12 -0.39 0.14 2.0 0.95 0.38 -0.31 34.5
285.18 946.66 0 0 -6.11 286.68 18.49 -0.69 0.23 2.0 1.08 0.38 -0.51 35.0
458.43 927.26 0 0 4.72 286.68 10.62 -0.26 1.75 2.0 0.94 0.37 -0.59 35.5
729.39 897.56 0 0 -10.32 286.68 -2.75 -0.63 0.74 2.0 0.82 0.38 -0.49 36.0
863.88 883.10 0 0 62.40 286.68 -1.29 -0.21 0.14 -0.33 1.11 0.38 -0.44 36.5
1069.35 861.39 0 0 48.34 286.68 13.85 0.08 0.79 -2.0 0.88 0.37 -0.56 37.0
1103.01 857.87 0 0 6.18 286.68 15.86 0.39 0.15 -2.0 0.85 0.38 -0.54 37.5
1233.60 844.34 0 0 5.72 286.68 14.41 0.21 -0.15 -2.0 0.81 0.37 -0.47 38.0
1356.33 831.78 0 0 30.03 286.68 0.42 -0.59 0.41 -2.0 0.89 0.38 -0.33 38.5
1476.33 819.65 0 0 24.21 286.68 7.96 -0.43 0.27 -1.81 1.06 0.37 -0.33 39.0
1589.20 808.36 0 0 26.04 286.68 -9.91 -0.06 -0.80 -1.7 1.12 0.37 -0.46 39.5
1698.96 797.51 0 0 -13.40 286.68 24.08 -0.16 -0.09 -1.42 1.02 0.37 -0.59 40.0
1798.76 787.75 0 0 18.26 286.68 -9.11 -0.00 -0.24 -1.68 0.82 0.37 -0.52 40.5
1898.18 778.12 0 0 22.98 286.68 -8.04 0.22 -0.79 -1.24 0.92 0.37 -0.29 41.0
1991.97 769.13 0 0 18.90 286.68 -11.10 0.15 -0.26 -1.07 1.14 0.36 -0.46 41.5
2079.94 760.77 0 0 24.95 286.68 -10.59 0.19 0.09 -0.56 0.85 0.37 -0.57 42.0
2165.22 752.73 0 0 25.25 286.68 11.63 -0.15 0.26 -1.0 1.01 0.36 -0.29 42.5
2247.67 745.03 0 0 -0.29 286.68 15.63 -0.11 -0.08 -0.94 0.96 0.36 -0.62 43.0
2321.96 738.14 0 0 15.35 286.68 -9.55 0.19 0.45 -0.12 0.92 0.36 -0.27 43.5
2394.46 731.47 0 0 9.63 286.68 10.32 -0.10 0.26 -0.16 0.99 0.36 -0.61 44.0
2461.92 725.31 0 0 13.97 286.68 -4.89 0.20 -0.22 -0.17 0.99 0.36 -0.27 44.5
2528.38 719.28 0 0 9.83 276.54 6.26 0.08 -0.05 -1.21 0.83 0.36 -0.59 45.0
2590.84 713.65 0 0 14.95 262.17 1.43 0.00 0.16 -0.1 1.14 0.36 -0.41 45.5
2649.84 708.37 0 0 7.28 260.34 -1.65 0.68 0.21 0.04 0.79 0.36 -0.35 46.0
2705.67 703.39 0 0 7.38 244.08 3.16 -0.17 -0.04 -0.66 0.97 0.35 -0.64 46.5
2759.44 698.63 0 0 9.93 228.24 2.50 -0.05 -0.08 -0.21 1.11 0.35 -0.33 47.0
2808.68 694.29 0 0 7.98 191.63 0.31 0.13 -0.08 -0.19 0.77 0.35 -0.34 47.5
2855.19 690.22 0 0 5.44 174.47 3.00 -0.06 0.06 -0.24 0.86 0.35 -0.63 48.0
2899.79 686.33 0 0 7.74 162.44 3.61 -0.07 -0.01 -0.2 1.16 0.34 -0.54 48.5
2941.33 682.72 0 0 9.79 157.51 -0.21 -0.03 -0.05 -0.22 1.08 0.35 -0.26 49.0
2980.13 679.36 0 0 5.92 145.57 -1.16 0.02 0.02 -0.2 0.79 0.34 -0.30 49.5
3016.37 676.24 0 0 3.86 137.53 -0.86 0.06 0.01 -0.09 0.74 0.33 -0.57 50.0
3049.19 673.42 0 0 4.52 125.11 5.07 -0.01 0.06 -0.12 1.00 0.32 -0.68 50.5
3079.69 670.81 0 0 9.07 119.75 5.33 0.01 -0.01 -0.11 1.21 0.32 -0.51 51.0
3108.15 668.38 0 0 9.39 118.64 1.19 -0.05 0.01 -0.12 1.15 0.31 -0.26 51.5
3133.43 666.23 0 0 9.17 106.86 -4.12 -0.04 0.04 -0.11 0.88 0.30 -0.18 52.0
3156.68 664.26 0 0 3.14 104.12 -3.47 -0.02 0.02 -0.1 0.67 0.29 -0.36 52.5
3177.71 662.47 0 0 -1.23 105.31 -1.15 -0.03 0.03 -0.06 0.71 0.27 -0.62 53.0
3196.16 660.92 0 0 -1.04 97.88 3.88 -0.02 -0.01 -0.06 0.98 0.24 -0.75 53.5
3211.53 659.62 0 0 2.55 85.48 8.78 -0.02 -0.00 -0.05 1.25 0.22 -0.66 54.0
3225.01 658.48 0 0 9.52 71.55 7.91 -0.03 0.02 -0.06 1.36 0.20 -0.43 54.5
3236.05 657.55 0 0 13.53 59.51 4.63 -0.01 0.01 -0.04 1.30 0.17 -0.22 55.0
3245.00 656.80 0 0 15.76 49.92 1.11 -0.01 0.01 -0.04 1.16 0.13 -0.08 55.5
3251.62 656.25 0 0 14.98 49.97 -4.65 -0.00 -0.01 -0.02 0.97 0.08 -0.03 56.0
3255.42 655.93 0 0 10.89 55.85 -8.81 -0.02 0.00 -0.03 0.76 0.04 -0.07 56.5
3258.38 655.68 0 0 6.47 55.97 -13.44 -0.04 -0.01 0.04 0.59 -0.02 -0.21 57.0
3266.33 655.01 0 0 84.63 -52.33 223.71 1.99 -2.00 -2.0 0.52 -0.08 -0.42 57.5
3247.47 656.59 0 0 51.63 110.53 -129.40 -0.71 2.00 0.26 0.94 -0.20 -0.90 58.0
3227.11 658.31 0 0 -143.76 -95.49 -45.47 1.04 -2.00 -1.73 1.05 -0.30 -0.89 58.5
3265.32 655.10 0 0 -64.09 -100.11 4.03 -0.71 1.22 -0.69 0.58 -0.34 -0.37 59.0
3245.02 656.80 0 0 -47.99 12.70 49.76 -0.08 0.15 -0.09 0.74 -0.51 -0.28 59.5
3234.07 657.72 0 0 -64.72 199.16 -67.70 0.27 0.36 -1.14 0.65 -0.43 -0.57 60.0
3217.07 659.15 0 0 -31.75 197.65 -53.45 0.40 0.27 -0.59 1.02 -0.41 -0.85 60.5
3227.04 658.31 0 0 40.73 138.71 -16.96 -0.39 0.98 -0.34 1.14 -0.42 -0.83 61.0
3205.77 660.10 0 0 93.53 150.96 -32.11 -0.15 0.34 -0.4 1.36 -0.55 -0.58 61.5
3193.11 661.17 0 0 -48.76 -1.09 11.65 0.82 -0.15 -0.4 1.38 -0.23 -0.13 62.0
3169.79 663.15 0 0 70.73 -173.75 120.29 0.06 2.00 -1.82 1.45 -0.41 -0.60 62.5
3158.07 664.14 0 0 -75.70 52.93 102.01 -0.55 1.66 -2.0 1.13 -0.62 -0.26 63.0
3176.31 662.59 0 0 -286.72 -286.72 -70.00 0.71 1.96 1.17 1.29 -0.60 -0.32 63.5
3131.49 666.39 0 0 286.68 -286.72 260.86 -1.27 2.00 1.84 1.37 -0.55 -0.42 64.0
3159.27 664.04 0 0 79.11 -286.72 -99.01 0.16 1.13 -0.4 0.73 0.27 -0.63 64.5
3142.21 665.48 0 0 285.33 -286.72 -228.87 -0.68 0.36 -0.56 1.38 -0.53 -0.58 65.0
3094.66 669.53 0 0 256.06 -286.72 286.68 -0.23 -0.49 -0.8 1.23 -0.63 -0.57 65.5
3078.29 670.93 0 0 105.77 -210.94 95.36 -2.00 -2.00 -1.84 1.30 -0.62 -0.40 66.0
3095.30 669.48 0 0 45.99 87.18 -156.15 -0.05 2.00 0.99 0.58 0.07 -0.60 66.5
3072.96 671.38 0 0 92.01 286.68 183.99 1.10 -2.00 0.11 0.97 -0.64 -0.57 67.0
3037.56 674.42 0 0 90.81 -199.72 286.39 -0.17 2.00 -0.13 1.42 -0.40 -0.25 67.5
3043.93 673.87 0 0 136.58 12.60 -121.43 0.86 1.52 -0.23 0.86 -0.42 -0.80 68.0
3019.29 675.99 0 0 194.55 280.04 -137.21 -2.00 -1.42 1.09 1.07 -0.58 -0.72 68.5
3001.95 677.48 0 0 -94.40 30.20 229.52 -2.00 2.00 -0.35 0.75 -0.55 -0.41 69.0
2977.20 679.61 0 0 -137.82 245.87 93.88 0.12 -2.00 -0.85 1.03 -0.65 -0.58 69.5
2946.56 682.26 0 0 -155.65 -249.98 202.76 2.00 1.33 -0.85 1.28 -0.35 -0.82 70.0
2984.93 678.95 0 0 6.37 34.90 11.43 -1.12 -1.68 -0.97 0.53 -0.14 -0.40 70.5
2939.12 682.91 0 0 -65.91 286.68 -131.86 1.76 -1.12 -0.61 1.35 -0.52 -0.62 71.0
2927.19 683.94 0 0 -92.53 286.68 -110.44 -0.17 1.94 -1.62 0.65 -0.45 -0.37 71.5
2914.38 685.06 0 0 -286.72 286.68 -116.77 -0.98 -1.57 -0.94 0.65 -0.46 -0.39 72.0
2906.03 685.78 0 0 95.06 286.68 -73.14 1.60 -0.29 -0.09 1.49 -0.35 -0.53 72.5
2871.82 688.76 0 0 77.92 286.68 29.13 1.09 -1.34 -0.16 1.42 -0.51 -0.39 73.0
2824.37 692.92 0 0 73.44 -120.21 160.80 1.35 2.00 0.13 1.47 -0.16 -0.64 73.5
2859.97 689.80 0 0 203.81 -114.06 -22.04 -0.14 0.54 -1.65 1.09 -0.52 -0.79 74.0
2827.22 692.67 0 0 -58.57 120.33 -196.11 0.36 0.31 -0.76 1.02 -0.66 -0.57 74.5
2851.22 690.56 0 0 -213.33 -6.97 153.74 -1.45 -0.47 -0.21 1.11 -0.51 -0.79 75.0
2801.06 694.96 0 0 273.33 -55.35 158.59 0.51 1.52 0.04 1.30 -0.60 -0.59 75.5
2784.40 696.43 0 0 78.61 130.78 -115.70 -0.39 -0.99 -2.0 1.06 -0.68 -0.40 76.0
2782.11 696.63 0 0 -155.20 -286.72 83.70 -1.11 1.74 -0.9 0.98 -0.67 -0.44 76.5
2796.01 695.41 0 0 -118.71 286.68 195.11 0.34 0.68 -0.12 1.09 -0.46 -0.83 77.0
2759.23 698.65 0 0 25.67 286.68 286.62 0.02 -0.36 -2.0 0.80 -0.48 -0.17 77.5
2707.94 703.19 0 0 122.98 286.68 28.41 0.49 0.63 -0.58 1.40 -0.53 -0.49 78.0
2716.13 702.47 0 0 149.97 268.49 94.20 -0.79 2.00 0.9 0.82 -0.53 -0.21 78.5
2693.90 704.44 0 0 286.68 269.36 73.27 -0.61 0.48 -0.91 1.11 -0.62 -0.28 79.0
2678.76 705.79 0 0 12.84 -36.10 -120.23 0.32 0.01 0.38 1.45 0.04 -0.47 79.5
2688.28 704.94 0 0 -286.72 -267.04 -54.70 0.72 -1.00 -1.03 1.21 -0.37 -0.07 80.0
2653.14 708.07 0 0 -71.10 -27.29 286.68 1.63 -1.67 -1.83 1.26 -0.64 -0.46 80.5
2646.73 708.64 0 0 68.83 -178.26 44.45 0.51 0.83 -0.18 1.21 -0.66 -0.48 81.0
2643.17 708.96 0 0 281.97 -120.08 151.87 -0.19 1.24 -1.44 1.23 -0.64 -0.35 81.5
2635.63 709.64 0 0 -12.06 282.07 -29.44 -0.56 -1.00 -0.35 0.85 -0.26 -0.03 82.0
2633.82 709.80 0 0 262.28 165.03 106.57 -0.53 1.44 -0.74 0.75 -0.41 -0.75 82.5
2626.42 710.46 0 0 66.43 286.68 19.10 -0.40 0.52 -0.16 0.93 -0.55 -0.74 83.0
2617.10 711.29 0 0 -97.77 286.68 74.06 -0.63 0.29 -1.7 1.11 -0.51 -0.78 83.5
2612.80 711.68 0 0 195.09 286.68 57.11 0.12 0.17 -1.35 1.00 -0.61 -0.67 84.0
2605.48 712.34 0 0 -44.21 286.68 4.48 -0.10 -0.14 -1.47 0.98 -0.67 -0.40 84.5
2601.04 712.74 0 0 -49.62 261.98 51.56 0.37 -0.48 -0.86 1.15 -0.64 -0.29 85.0
2596.47 713.15 0 0 -49.49 187.09 -10.83 0.07 -0.10 -0.33 1.19 -0.66 -0.39 85.5
2590.53 713.68 0 0 -281.79 -68.66 197.93 0.05 0.69 -0.81 1.32 -0.59 -0.34 86.0
2583.58 714.30 0 0 286.68 -58.01 -71.39 -0.04 -0.17 -1.44 1.23 -0.64 -0.37 86.5
2579.46 714.67 0 0 -14.05 -4.11 113.89 0.00 -0.23 -0.34 1.06 -0.67 -0.35 87.0
2575.81 715.00 0 0 120.42 -34.18 -179.90 -0.16 0.49 -1.43 1.08 -0.57 -0.73 87.5
2568.70 715.64 0 0 38.96 -286.72 75.07 -0.10 -0.00 -0.59 0.66 -0.47 -0.38 88.0
2563.37 716.12 0 0 2.87 -286.72 -15.26 -0.15 -0.01 -0.5 1.26 -0.63 -0.34 88.5
2558.34 716.58 0 0 -191.63 -286.72 -84.84 0.18 0.45 -1.06 1.02 -0.65 -0.59 89.0
2553.08 717.05 0 0 54.53 -286.72 -24.05 -0.13 -0.49 -0.33 0.94 -0.66 -0.48 89.5
2548.76 717.44 0 0 -41.43 -286.72 -88.64 -1.84 -2.00 -2.0 1.01 -0.52 -0.78 90.0
2542.23 718.03 0 0 -13.15 -286.72 124.87 -0.01 -0.16 -0.98 1.13 -0.62 -0.22 90.5
2538.49 718.37 0 0 -23.63 -286.72 -34.77 0.05 -0.14 -0.38 1.02 -0.68 -0.49 91.0
2528.31 719.29 0 0 -211.70 -286.72 -282.39 0.46 -0.75 -2.0 1.22 -0.66 -0.39 91.5
2526.19 719.48 0 0 -95.23 -286.72 -197.53 -1.10 -1.97 -2.0 0.94 -0.55 -0.16 92.0
2524.40 719.64 0 0 44.84 -286.72 -76.89 0.33 0.42 -1.29 0.94 -0.56 -0.72 92.5
2516.90 720.32 0 0 -111.00 -286.72 0.38 -0.28 -0.05 -0.8 1.09 -0.68 -0.45 93.0
2510.15 720.93 0 0 60.34 -286.72 -132.75 0.40 2.00 -0.31 1.27 -0.63 -0.44 93.5
2507.46 721.18 0 0 -117.66 -286.72 -6.68 -0.26 -0.48 -0.51 0.92 -0.34 -0.02 94.0
2502.83 721.60 0 0 137.14 -286.72 20.41 0.27 0.00 -0.55 0.79 -0.57 -0.56 94.5
2494.32 722.37 0 0 -258.62 -286.72 -3.35 -0.31 -0.58 -1.23 1.03 -0.68 -0.42 95.0
2485.71 723.15 0 0 162.58 -240.22 -23.87 0.42 -0.45 -1.26 1.26 -0.55 -0.21 95.5
2482.71 723.42 0 0 90.48 -120.93 97.65 0.42 -0.23 -0.88 1.38 -0.43 -0.21 96.0
2481.78 723.51 0 0 41.35 -13.38 -8.84 0.10 -0.31 -0.33 1.31 -0.43 -0.15 96.5
2472.96 724.31 0 0 -147.27 238.62 -71.45 -0.53 0.85 -1.95 0.94 -0.60 -0.23 97.0
2466.06 724.93 0 0 35.16 108.88 184.70 0.19 -0.06 -0.72 1.00 -0.60 -0.20 97.5
2460.54 725.44 0 0 -47.69 191.84 -85.32 -0.13 -0.05 -0.3 0.73 -0.50 -0.61 98.0
2453.07 726.12 0 0 -238.49 -121.69 117.91 0.41 0.35 -0.54 1.34 -0.45 -0.73 98.5
2448.99 726.49 0 0 48.62 -223.05 185.73 0.00 -0.01 -0.45 1.02 -0.67 -0.51 99.0
2440.72 727.24 0 0 -163.61 -286.72 12.77 0.29 0.21 -0.38 1.32 -0.61 -0.47 99.5
2438.20 727.47 0 0 -63.87 -286.72 -97.89 -0.07 0.03 -0.77 0.83 -0.51 -0.71 100.0
2434.58 727.80 0 0 129.46 -286.72 -22.80 0.35 -0.95 -1.07 1.07 -0.30 -0.01 100.5
2425.46 728.64 0 0 138.36 -272.83 149.24 0.02 0.16 -0.81 1.05 -0.68 -0.44 101.0
2419.93 729.14 0 0 75.26 -196.21 176.39 -0.15 0.48 -0.54 1.06 -0.61 -0.21 101.5
2414.88 729.60 0 0 -186.83 -219.49 158.48 -0.19 -0.16 -1.1 1.12 -0.53 -0.12 102.0
2410.56 730.00 0 0 -6.36 -134.52 62.69 -0.22 0.02 -0.45 1.06 -0.68 -0.46 102.5
2406.71 730.35 0 0 -286.72 -286.72 286.68 0.82 1.84 -1.97 1.11 -0.68 -0.46 103.0
2400.30 730.94 0 0 -15.09 -175.22 -107.35 -0.05 -0.19 -0.55 1.25 -0.50 -0.15 103.5
2394.47 731.47 0 0 -126.75 -233.00 -63.95 0.04 -0.38 -0.59 1.38 -0.55 -0.55 104.0
2388.23 732.04 0 0 94.89 -286.72 -94.30 -0.02 -0.33 -1.52 0.97 -0.67 -0.37 104.5
2387.08 732.15 0 0 61.78 -185.75 -172.85 -0.07 0.14 -0.46 1.16 -0.59 -0.70 105.0
2378.26 732.96 0 0 -72.72 -286.72 -54.58 0.08 -0.87 -0.68 0.87 -0.63 -0.36 105.5
2371.06 733.62 0 0 193.02 -286.72 227.82 -0.46 -0.16 -1.15 1.15 -0.68 -0.41 106.0
2364.72 734.20 0 0 -167.14 -286.72 82.59 0.19 0.17 -0.37 1.25 -0.60 -0.64 106.5
2359.04 734.73 0 0 -7.48 -286.72 -77.73 -0.21 0.07 -0.19 1.04 -0.65 -0.61 107.0
2353.59 735.23 0 0 -20.54 -286.72 -73.75 -0.28 0.07 -0.47 1.03 -0.56 -0.74 107.5
2347.07 735.83 0 0 32.11 -286.72 114.41 0.21 0.45 -0.26 1.32 -0.61 -0.39 108.0
2340.77 736.41 0 0 -213.29 -286.72 -98.10 0.50 0.08 -2.0 0.92 -0.66 -0.46 108.5
2336.97 736.76 0 0 73.11 -286.72 27.67 0.20 0.14 -0.51 1.24 -0.47 -0.79 109.0
2333.41 737.09 0 0 -146.49 -286.72 45.02 0.28 -0.67 -1.2 1.33 -0.40 -0.15 109.5
2326.34 737.74 0 0 53.85 -286.72 55.09 -0.33 0.11 -1.15 0.84 -0.63 -0.44 110.0
2320.08 738.32 0 0 -8.28 -260.73 -40.17 -0.07 0.05 -0.47 0.84 -0.63 -0.44 110.5
2314.54 738.83 0 0 -15.28 -280.18 247.07 0.30 -0.56 -1.47 1.17 -0.56 -0.17 111.0
2310.05 739.24 0 0 -51.94 -193.23 54.60 0.03 0.07 -0.52 1.24 -0.66 -0.40 111.5
2307.16 739.51 0 0 -66.13 -209.73 89.58 -0.16 -0.11 -0.88 1.17 -0.67 -0.51 112.0
2300.94 740.09 0 0 -286.72 -205.49 39.83 0.46 -0.04 -1.43 1.17 -0.58 -0.20 112.5
2294.92 740.64 0 0 115.48 -237.60 -58.28 -0.45 0.05 -1.61 1.30 -0.58 -0.63 113.0
2289.56 741.14 0 0 -157.37 -286.72 92.91 -0.03 -0.46 -0.57 1.13 -0.66 -0.56 113.5
2286.38 741.43 0 0 158.55 -282.38 -117.65 -0.49 -0.04 -0.57 0.95 -0.65 -0.56 114.0
2281.61 741.88 0 0 -41.97 -200.82 -26.01 0.37 -1.43 -0.41 0.82 -0.60 -0.44 114.5
2274.70 742.52 0 0 203.66 -58.14 -211.02 0.06 -0.18 -1.05 0.79 -0.59 -0.43 115.0
2271.13 742.85 0 0 138.48 27.44 -39.58 0.08 -0.14 -1.05 0.95 -0.66 -0.53 115.5
2263.51 743.56 0 0 -286.72 58.00 95.91 -1.09 1.36 -2.0 1.12 -0.68 -0.40 116.0
2258.34 744.04 0 0 137.52 210.44 -112.04 0.31 0.09 -0.67 1.07 -0.60 -0.70 116.5
2254.67 744.38 0 0 -254.39 271.58 24.62 0.02 0.04 -1.52 1.34 -0.60 -0.49 117.0
2247.43 745.05 0 0 4.22 281.63 -39.99 0.29 0.03 -1.37 1.21 -0.67 -0.40 117.5
2244.83 745.29 0 0 38.55 286.10 22.43 -0.28 0.15 -0.35 0.66 -0.44 -0.59 118.0
2239.35 745.80 0 0 -109.76 245.75 98.33 0.76 -0.23 -2.0 1.46 -0.41 -0.32 118.5
2232.02 746.49 0 0 -5.19 204.19 -122.90 0.06 -0.05 -0.67 1.18 -0.68 -0.43 119.0
2228.94 746.77 0 0 -39.46 51.57 72.40 0.34 0.14 -0.32 1.30 -0.59 -0.29 119.5
2221.20 747.49 0 0 83.22 -190.78 204.26 0.08 0.10 -1.16 1.19 -0.57 -0.19 120.0
2216.88 747.90 0 0 48.84 -172.39 80.79 -0.15 0.07 -0.72 1.25 -0.63 -0.32 120.5
2212.73 748.29 0 0 4.42 -285.00 205.49 0.04 0.87 -0.97 1.11 -0.67 -0.34 121.0
2206.90 748.83 0 0 -44.47 -286.72 64.67 0.06 -0.10 -0.53 1.24 -0.54 -0.16 121.5
